X_nm,Y_nm,Z_compact,Z_exploded,Layer,Fitted_Peak_Brightness_au
7.293160177467697,8.88916610783314,8.0,14.4,1,111.3176824327592
7.284365818151789,9.280877484957722,8.0,14.4,1,89.90790853865748
8.486369372716343,9.7966741378517,8.0,14.4,1,90.2235717380334
7.679155316224442,9.855518104645606,8.0,14.4,1,115.21924554475568
7.698408589370778,8.271861669190276,8.0,14.4,1,126.22111559861617
7.832979592829131,9.670121034525158,8.0,14.4,1,70.68483345342496
5.97546178533487,7.3810649842640705,8.0,14.4,1,72.24983789869732
6.379337296553626,7.146332341031267,8.0,14.4,1,96.51575357564133
8.232901699361554,9.030031039046392,8.0,14.4,1,81.62622930911077
6.650799120662444,8.329096769221911,8.0,14.4,1,131.77033924765266
6.763027876786185,9.71398586743662,8.0,14.4,1,128.57779484696033
7.022070373832116,7.316744875937851,8.0,14.4,1,73.52405546144813
5.9681739167406045,8.547112626327428,8.0,14.4,1,110.52888166945596
8.334175438453729,10.405706865264726,8.0,14.4,1,87.36297298625063
5.981289650917296,7.772363111232681,8.0,14.4,1,94.61928133771548
6.747630008908411,7.309127991058763,8.0,14.4,1,92.96988700945636
7.316619072767321,7.7233317037098175,8.0,14.4,1,108.41218918054274
7.417783840977893,9.866148271701372,8.0,14.4,1,109.33298457081698
7.422590218703462,8.292823409500928,8.0,14.4,1,103.88554612374048
6.494785510927251,6.939583988078874,8.0,14.4,1,58.5345332771812
7.568744835369398,7.683185892410727,8.0,14.4,1,106.94739495153804
7.921400336449297,10.223496419938336,8.0,14.4,1,83.98551071870891
6.900160481868686,8.313499724920804,8.0,14.4,1,153.60793847052847
7.707616202071541,7.504360447917403,8.0,14.4,1,93.6952253921522
6.490499588869838,8.124115084235818,8.0,14.4,1,96.76678447104597
7.029881435246931,8.490386009673719,8.0,14.4,1,126.01457604413832
8.077980281816808,9.216651843866844,8.0,14.4,1,60.61823433247958
7.959051361361698,9.0196792884,8.0,14.4,1,100.35053272136736
8.752032691562635,9.779360040849554,8.0,14.4,1,115.00482904703595
7.1584570428153,9.486177726142635,8.0,14.4,1,97.96063170551534
8.079538925828084,8.80095715895381,8.0,14.4,1,100.93068095239768
8.613463343138418,7.565042608685126,8.0,14.4,1,122.5270970895568
7.558019302549512,9.251227414895624,8.0,14.4,1,106.82603983534504
8.056034968434952,10.427390691087169,8.0,14.4,1,63.867145564044336
6.085766306564264,8.339952195447426,8.0,14.4,1,119.00054794432722
7.815214497944279,7.665566350576638,8.0,14.4,1,84.42057763515463
6.915580302764019,7.523626403494073,8.0,14.4,1,80.22757994337786
7.55236967823942,7.2817403801862755,8.0,14.4,1,72.41838990386242
8.60643823664744,10.357088288150884,8.0,14.4,1,59.46703492415435
8.074116298097909,8.39643817772433,8.0,14.4,1,101.04298560515753
7.706246471030811,8.664487463956673,8.0,14.4,1,93.30924475051656
8.474377856827182,10.56794843443301,8.0,14.4,1,94.13455112059528
6.369687389515812,7.939446085320672,8.0,14.4,1,82.62903683325001
6.897288630432855,7.903054077123442,8.0,14.4,1,108.0600945192233
6.773125311872912,7.731974018824469,8.0,14.4,1,65.90052863140399
9.302409177142131,9.32282768013107,8.0,14.4,1,42.22640448867904
7.422528388703913,7.073500703787701,8.0,14.4,1,60.786708619914975
7.647653242780578,10.491502837058327,8.0,14.4,1,73.26442006189247
8.07479953055402,7.616860701709088,8.0,14.4,1,117.1286271569538
8.224051244533307,8.20638821149607,8.0,14.4,1,81.5941297329552
5.7155268375289126,8.189055907794403,8.0,14.4,1,71.46430690361171
7.183753607544396,7.539176374900031,8.0,14.4,1,68.1589570972385
8.216029763265315,7.815774057441663,8.0,14.4,1,63.38361455567056
7.949161797100001,9.83880632648365,8.0,14.4,1,77.44409830672849
7.041602786179461,6.920204793332059,8.0,14.4,1,98.00315304677856
6.622836027693782,7.930984316391357,8.0,14.4,1,79.04496507501294
6.224562555268081,8.141428464826292,8.0,14.4,1,84.22914476831878
6.373142546618749,7.548408086761128,8.0,14.4,1,72.36378965836579
7.961892921654471,7.846665441549999,8.0,14.4,1,80.55582089825175
9.173089715370644,8.354122491457844,8.0,14.4,1,61.83452226044064
9.611901006702036,9.018028511881331,8.0,14.4,1,85.03979791008692
8.88299241733446,9.57771500195,8.0,14.4,1,33.37436797300319
9.170023389750668,9.58154562323421,8.0,14.4,1,52.757692843184586
8.481661614342752,8.983830527566035,8.0,14.4,1,86.26933429089459
8.471972278866254,7.756307983878231,8.0,14.4,1,83.46769927620569
8.351942485397569,7.590791458863554,8.0,14.4,1,86.08703204052061
7.312426274747204,6.906771940802831,8.0,14.4,1,52.59508960290032
6.248034981405037,7.36933158414546,8.0,14.4,1,59.2227315424348
6.649965570979913,7.5477076126592655,8.0,14.4,1,83.91072835475698
6.64310589058702,7.132259775123331,8.0,14.4,1,95.0705564160048
8.193148795125527,10.21219944026667,8.0,14.4,1,79.78257366257999
7.177598556790981,7.105761220098071,8.0,14.4,1,96.70819057657664
9.122393176983046,7.502002256499376,8.0,14.4,1,62.7751230389115
8.625797191078707,9.154796406520743,8.0,14.4,1,69.38451024663357
