X_nm,Y_nm,Z_display,Layer,Sampled_Reconstruction_Intensity_au,Source
7.649313608514609,9.38639760995928,8.04573633194677,1,21.0,intensity-weighted sampled reconstruction pixel
8.448875269209937,8.18718324176125,8.208448254759762,1,59.0,intensity-weighted sampled reconstruction pixel
9.869379200749634,8.572602542853586,7.997269257684417,1,0.0,intensity-weighted sampled reconstruction pixel
10.00742278579856,6.902063643067746,7.908125079585562,1,0.0,intensity-weighted sampled reconstruction pixel
7.20396662113845,6.778767137430244,7.989527138588866,1,9.0,intensity-weighted sampled reconstruction pixel
8.985034972721028,8.948862052320248,7.935446495086641,1,21.0,intensity-weighted sampled reconstruction pixel
8.07581410923323,8.23722337304278,7.873231310630356,1,48.0,intensity-weighted sampled reconstruction pixel
9.08640399695066,8.568521699409148,7.791143094696465,1,39.0,intensity-weighted sampled reconstruction pixel
6.422288889974394,9.328166613478055,7.932017747039957,1,77.0,intensity-weighted sampled reconstruction pixel
9.536867793840134,8.827806713182534,8.097248299946482,1,0.0,intensity-weighted sampled reconstruction pixel
6.494018381669443,8.525388545512255,7.778481389322589,1,123.0,intensity-weighted sampled reconstruction pixel
6.047703743088689,8.557317862965478,7.97202211607473,1,0.0,intensity-weighted sampled reconstruction pixel
8.573320036842897,7.606405286309616,8.06624432466694,1,14.0,intensity-weighted sampled reconstruction pixel
6.9852097338539245,6.256622513167209,8.050785890220181,1,0.0,intensity-weighted sampled reconstruction pixel
9.221956841490558,8.109410063245726,8.127258280508808,1,109.0,intensity-weighted sampled reconstruction pixel
7.116012295390765,7.249386799377345,8.142839069203507,1,69.0,intensity-weighted sampled reconstruction pixel
9.22886476476621,8.001374440519125,8.097384677622918,1,43.0,intensity-weighted sampled reconstruction pixel
7.357263427000217,9.693449068455385,7.817286940226585,1,95.0,intensity-weighted sampled reconstruction pixel
7.154451591269969,7.3348259881027325,7.988510324242005,1,9.0,intensity-weighted sampled reconstruction pixel
8.212027029018692,6.441029045734249,8.0475667404443,1,98.0,intensity-weighted sampled reconstruction pixel
6.105800093172195,7.530283266824764,7.882960377852347,1,41.0,intensity-weighted sampled reconstruction pixel
10.167859919201783,7.565562704167353,7.789573836117517,1,0.0,intensity-weighted sampled reconstruction pixel
9.051193898137331,8.928534697300634,7.872851547602981,1,29.0,intensity-weighted sampled reconstruction pixel
7.104594596050256,8.541011988743191,7.979251424797014,1,37.0,intensity-weighted sampled reconstruction pixel
8.617550751754454,9.390430538343407,7.960407946765116,1,76.0,intensity-weighted sampled reconstruction pixel
7.873278995277232,8.942897955835006,7.851266811410494,1,45.0,intensity-weighted sampled reconstruction pixel
6.056451821460385,8.00436911822883,8.149231149634407,1,47.0,intensity-weighted sampled reconstruction pixel
7.107044228683245,9.524654771264265,8.195815867618894,1,14.0,intensity-weighted sampled reconstruction pixel
8.46463620629908,7.036781998384905,7.862620226764249,1,0.0,intensity-weighted sampled reconstruction pixel
7.895128471032824,6.184613809716646,8.197603541160921,1,21.0,intensity-weighted sampled reconstruction pixel
8.586285379905307,6.637132229876831,7.778216041220583,1,0.0,intensity-weighted sampled reconstruction pixel
8.29057296166592,9.152862249700888,8.195482737445195,1,9.0,intensity-weighted sampled reconstruction pixel
8.569210443035004,8.202526149820848,8.207887243437218,1,60.0,intensity-weighted sampled reconstruction pixel
6.128793925607857,7.0152711668507575,7.775543856987325,1,0.0,intensity-weighted sampled reconstruction pixel
10.29841442017355,8.33674423932062,8.120988876517304,1,21.0,intensity-weighted sampled reconstruction pixel
9.786833744525715,6.96313403735467,8.216292723382129,1,57.0,intensity-weighted sampled reconstruction pixel
6.665210801760672,9.069984749350896,8.186715020656179,1,71.0,intensity-weighted sampled reconstruction pixel
8.572301617370588,8.146411226385457,8.216526674150257,1,21.0,intensity-weighted sampled reconstruction pixel
9.361971034262996,7.900405970400072,8.023148812620914,1,65.0,intensity-weighted sampled reconstruction pixel
9.664742433750158,7.597085055409379,7.805951824347279,1,63.0,intensity-weighted sampled reconstruction pixel
7.290197124065577,8.818562450588782,8.160903030990317,1,66.0,intensity-weighted sampled reconstruction pixel
7.703282315889102,7.833990258699592,8.052360997672146,1,66.0,intensity-weighted sampled reconstruction pixel
7.6076377776189394,6.624009142475703,8.052778902326613,1,0.0,intensity-weighted sampled reconstruction pixel
6.206036745229734,6.802112174569084,7.961936660534995,1,50.0,intensity-weighted sampled reconstruction pixel
9.254080008711824,10.238060154097644,8.033047309199711,1,105.0,intensity-weighted sampled reconstruction pixel
8.363859740591348,9.94280648985609,7.840646698379612,1,0.0,intensity-weighted sampled reconstruction pixel
6.817632808246021,9.08156351147218,8.11029421222043,1,32.0,intensity-weighted sampled reconstruction pixel
9.311076099057804,7.460555865339895,7.804507961381709,1,0.0,intensity-weighted sampled reconstruction pixel
7.03548035641268,10.294420556843964,8.105699152840144,1,0.0,intensity-weighted sampled reconstruction pixel
8.616629195437925,9.37138967800398,8.160530074407433,1,0.0,intensity-weighted sampled reconstruction pixel
9.212823489791798,9.13271975567294,7.987335591679664,1,9.0,intensity-weighted sampled reconstruction pixel
