atom_id,x_px,y_px,x_nm,y_nm,manual_atom_class,integrated_intensity,peak_height,local_background,local_normalized_intensity,overlay_to_peak_shift_px,nearest_neighbor_distance_px,local_pt_fraction,local_alternation_metric,smoothed_order_metric,spatial_region
795,690.0956302436218,801.866175952411,7.8591430089946215,9.132040074881909,Pt-like,5518.0,170.0,0.0,1.0890073021511744,4.13952169591816,19.469781883085684,0.46580795963496785,0.6666666666666666,0.6249659574551271,ordered-intermetallic
796,572.3924672744557,843.9981045839918,6.5186824266560395,9.611858867885212,Pt-like,5855.0,179.0,0.0,1.1392158770308396,4.13993095558528,19.29359012043853,0.4701982511602435,0.6666666666666666,0.6256680880315006,ordered-intermetallic
797,445.67626239579147,688.4684987249768,5.0755769611904595,7.840612447809995,LM-like,5268.0,176.0,0.0,0.9868864743349569,4.144563514149834,19.02853562802092,0.5294782404947895,0.6666666666666666,0.6276304726239581,ordered-intermetallic
798,608.9756643978014,787.3044512318236,6.935309579934948,8.96620410661718,LM-like,4927.0,143.0,0.0,0.9726581778699043,4.147928480419257,19.094724422987504,0.530952791056118,0.6666666666666666,0.6256086814992845,ordered-intermetallic
799,390.43565159955733,499.72867276235723,4.446470151749351,5.691151969108907,Pt-like,5483.0,189.0,0.0,1.0369739952718675,4.150404887224143,20.473243839229863,0.47063971423939016,0.6666666666666666,0.5731224087723537,Pt-rich
800,319.7732935775752,540.5063012416798,3.6417330215468535,6.1555473365647355,Pt-like,5192.0,185.0,14.0,1.0902981940361194,4.162734414026056,19.842177127978196,0.4697583706741667,0.6666666666666666,0.6080973323269738,liquid-metal
801,21.583644787334375,505.1215114146835,0.24580499224305868,5.752568225545865,LM-like,1169.0,95.0,0.0,0.6462133775566611,4.170008608523591,16.192050762444428,0.5262522904212823,0.5,0.6624751706183135,outside
802,568.0735141663004,402.5689118448327,6.46949609850301,4.584649591313842,LM-like,5629.0,165.0,0.0,1.1590651703901986,4.172991015860216,19.72349413939911,0.7241714921061803,0.6666666666666666,0.39415085570636066,Pt-rich
803,199.69649344610036,718.1458627710828,2.274240310482194,8.178592631927378,Pt-like,6018.5,186.5,4.5,1.0723385300668151,4.180776575561523,20.099085553294923,0.47119946515935024,0.6666666666666666,0.627956447300749,ordered-intermetallic
804,515.3921893319638,755.5047021164286,5.869535676162431,8.604053174202479,LM-like,4994.0,158.0,0.0,0.9018510158013544,4.188650882387571,19.576037461608234,0.5301866751516537,0.6666666666666666,0.6264297729835446,ordered-intermetallic
805,20.609971563630083,917.2310853368131,0.23471633036235762,10.445871493799377,LM-like,4609.0,165.0,0.0,0.9783485459562725,4.190188830143669,20.75075982004317,0.5181836348726021,0.75,0.6270080848483586,liquid-metal
806,68.79450098193969,847.4965855628092,0.7834650702810795,9.651701262361854,LM-like,5510.0,153.0,0.0,1.0444507629608568,4.190646247586264,19.93914619742833,0.5330730039490326,0.6666666666666666,0.6293678087017771,liquid-metal
807,735.1035427214626,906.3517805628207,8.371714897871517,10.321972705993606,Pt-like,5428.0,173.0,0.0,1.1204458664464858,4.191499002565477,19.852411113430772,0.4668893717190102,0.6666666666666666,0.6090308441353935,liquid-metal
808,369.05159605773434,432.51165681475266,4.2029381784253905,4.925652061822719,Pt-like,4552.0,178.0,0.0,0.9996705830679697,4.198203823873627,21.36912650202858,0.6146587486001329,0.5,0.4091661127117482,Pt-rich
809,208.3280320820542,947.8827097576453,2.3725404497015594,10.794947026557452,LM-like,3713.0,117.0,0.0,0.8077006743528388,4.20317255220986,20.128058056041393,0.5283101240684048,0.6666666666666666,0.6047674033184975,liquid-metal
810,247.1555039839168,680.1939941075199,2.8147264902749973,7.746378384779884,Pt-like,5737.0,208.0,0.0,1.0127990113867067,4.20673298308205,20.81401269430811,0.4727356629263732,0.6666666666666666,0.6282389572163006,ordered-intermetallic
811,187.52558520286286,770.957695141711,2.135632117297161,8.780039337250368,LM-like,4998.0,151.0,9.0,0.9721843999221941,4.20952835529211,20.630392249221387,0.5285945642271354,0.6666666666666666,0.6267148995562004,ordered-intermetallic
812,544.3026092526134,408.7667300090581,6.198781529416509,4.655233344002141,LM-like,4190.0,187.0,9.0,0.7936357609622123,4.21233286101587,17.910797207520694,0.7294174583397529,0.6666666666666666,0.38726776235126564,Pt-rich
813,593.1567862618358,984.8348126772148,6.755156540176498,11.215775457575717,Pt-like,5224.0,149.0,0.0,1.1652910997100157,4.216386715922285,21.44926294146131,0.5084937727693007,0.5,0.5883136700249685,liquid-metal
814,706.4153822199538,540.3301687879654,8.04500024244506,6.153541454942535,LM-like,4553.0,155.0,0.0,0.8274796674087873,4.221465696346585,18.319162593345325,0.5314485779349473,0.6666666666666666,0.6165197070252844,Pt-rich
815,632.4628802937796,786.5133070762483,7.20279336119648,8.957194174099275,LM-like,4755.0,144.0,0.0,0.894553663813376,4.224553098175072,20.320522133574787,0.5316690387623414,0.6666666666666666,0.6255169112007042,ordered-intermetallic
816,917.1062487475812,530.5117263868955,10.444449794306536,6.041724281243951,Pt-like,5719.0,168.0,0.0,0.9998251748251749,4.234903061975065,20.793662226712428,1.0,0.0,0.0006530776370026006,Pt-rich
817,224.28468508766275,647.1130082111646,2.5542625363516516,7.369636107849066,Pt-like,5860.0,176.0,0.0,1.1447548349286971,4.248383366250704,18.69273927709067,0.4709005001169277,0.6666666666666666,0.6285049971884695,ordered-intermetallic
818,336.58258482735147,960.2620986561975,3.8331653651558057,10.935929498339423,Pt-like,4744.0,151.0,0.0,1.0703971119133573,4.261027103055205,19.35034025284365,0.5185936672345347,0.6666666666666666,0.5836813665265796,liquid-metal
819,232.708138205751,945.1472866925117,2.650192896990577,10.763794704883718,LM-like,4312.0,141.0,0.0,0.9993047508690615,4.261283081903434,18.423601036030885,0.5291178083614606,0.6666666666666666,0.6045386143019891,liquid-metal
820,269.35479563706434,749.2244944144851,3.0675427669682374,8.532531129586229,Pt-like,6009.0,189.0,0.0,1.1156702562198293,4.261979008943676,20.03272956644549,0.4668543907166604,0.6666666666666666,0.6265439529487591,ordered-intermetallic
821,386.21870331968665,744.9787451103817,4.398445503946063,8.484178481780724,Pt-like,6296.0,170.0,0.0,1.1915215745647236,4.2623945018447476,20.937426576837126,0.4692208739854894,0.6666666666666666,0.6261944388281003,ordered-intermetallic
822,244.30571117532924,891.1068570957744,2.782271670613573,10.14835613977017,Pt-like,5112.0,140.0,0.0,1.113240418118467,4.267962798362346,19.779867502815723,0.4698997910304082,0.6666666666666666,0.6212081294665919,liquid-metal
823,401.4081927578921,553.3445368375526,4.571430760621761,6.3017553765946515,LM-like,5226.0,172.0,0.0,1.0268199233716475,4.269157441693889,18.235150333800917,0.5342136442076558,0.6666666666666666,0.6269754530553064,ordered-intermetallic
824,130.10944265723782,688.1399675323497,1.4817492994453982,7.836870975595686,Pt-like,5585.0,199.0,0.0,1.0225192237275724,4.272454706295372,17.72159400916645,0.4663375177793057,0.6666666666666666,0.628071236780029,ordered-intermetallic
825,749.6922224994294,709.6756772701006,8.53785784337458,8.08213006029592,LM-like,4734.0,160.0,0.0,0.8892645815722738,4.276232895003451,19.5698324935849,0.5316679742413682,0.6666666666666666,0.6271135884697956,ordered-intermetallic
