layer,lattice_i,lattice_j,x_ideal_px,y_ideal_px,x_completed_px,y_completed_px,atom_class,class_source,position_source,local_snr,local_prominence,refinement_shift_px,configured_radius_nm
4,5,-14,939.0518886849729,564.2911646659552,940.424011540998,564.1727323102169,Pt-like,manual_label,strong_peak_refined,5.194970442261535,46.86828007722202,1.3772245114403234,3.41
4,5,-13,927.0760213528541,582.335900143014,930.5621835685248,580.3077814905566,Pt-like,manual_label,strong_peak_refined,5.585045865887428,53.364944270560194,4.033186365941361,3.41
4,5,-12,915.1001540207353,600.3806356200729,914.8488767626802,602.828720898175,Pt-like,Pt-rich_region,strong_peak_refined,4.689373462013159,36.89433322986484,2.460947335737991,3.41
4,5,-11,903.1242866886166,618.4253710971317,900.6433562644546,619.0404402824081,Pt-like,manual_label,strong_peak_refined,6.866253352334147,54.784341917825515,2.556037142181092,3.41
4,5,-10,891.1484193564977,636.4701065741906,889.1173523972196,638.653461351478,Pt-like,Pt-rich_region,strong_peak_refined,14.240144994304615,85.52619466914514,2.981991126173023,3.41
4,5,-9,879.172552024379,654.5148420512494,877.3058862290607,654.4733298514841,Pt-like,manual_label,strong_peak_refined,8.96778561180276,84.33907425184626,1.8671273267082793,3.41
4,5,-8,867.1966846922601,672.5595775283082,865.7776945551867,672.9308824558977,LM-like,manual_label,strong_peak_refined,9.982131886371919,81.19148248632149,1.4667652703700678,3.41
4,5,-7,855.2208173601414,690.6043130053671,852.5499163589004,690.0837859989202,Pt-like,manual_label,strong_peak_refined,10.742402515963654,90.64454572124444,2.721150588054712,3.41
4,5,-6,843.2449500280226,708.6490484824259,841.1024357416254,711.9612620529509,LM-like,manual_label,strong_peak_refined,7.479629097496112,85.96249443642455,3.9447593341275202,3.41
4,5,-5,831.2690826959038,726.6937839594847,829.8445006101239,730.760114033694,Pt-like,manual_label,strong_peak_refined,10.64033653796161,107.3826422375441,4.308651110445591,3.41
4,5,-4,819.293215363785,744.7385194365436,817.9821322151861,751.0661835755062,LM-like,manual_label,weak_peak_refined,10.537487631563483,104.04180259030576,6.462064103524015,3.41
4,5,-3,807.3173480316661,762.7832549136024,806.165979035785,767.9445728526496,Pt-like,manual_label,strong_peak_refined,17.683825596392637,109.2056731322415,5.288180540848316,3.41
4,5,-2,795.3414806995473,780.8279903906612,794.2951214800986,784.7966497664278,LM-like,manual_label,strong_peak_refined,19.5910458124526,128.4636245683602,4.104281283852941,3.41
4,5,-1,783.3656133674285,798.8727258677201,782.1448893121468,801.4935957514589,Pt-like,manual_label,strong_peak_refined,22.85479168780375,113.2449167072519,2.891215344216427,3.41
4,5,0,771.3897460353097,816.9174613447789,770.8516497694764,822.0976767100179,LM-like,manual_label,strong_peak_refined,13.518994042714953,116.39619274625107,5.208087827750479,3.41
4,5,1,759.4138787031909,834.9621968218378,758.0352399613564,839.0394008603221,Pt-like,manual_label,strong_peak_refined,13.393395139568856,124.88021682032459,4.30397926945747,3.41
4,5,2,747.4380113710721,853.0069322988966,746.141799552016,859.8263071174947,LM-like,manual_label,weak_peak_refined,10.802296264137519,113.11641462772893,6.941472321949508,3.41
