layer,x_nm,y_nm,display_z,sampled_intensity,source
1,5.996909687795839,8.222420552987954,7.975289875747003,18.0,intensity-weighted sampled reconstruction pixel
1,9.348934253365396,6.348211957006009,7.874819181814304,45.0,intensity-weighted sampled reconstruction pixel
1,9.25150408074703,6.968529727568971,8.119296906010298,0.0,intensity-weighted sampled reconstruction pixel
1,8.053417121397343,9.007240473298182,8.024831317875755,14.0,intensity-weighted sampled reconstruction pixel
1,8.219796505733543,9.248317651716052,7.779731765254715,77.0,intensity-weighted sampled reconstruction pixel
1,8.943575778759408,10.268600197712482,7.9155262703748885,0.0,intensity-weighted sampled reconstruction pixel
1,8.175373853574136,7.696781343075171,7.851420649115817,48.0,intensity-weighted sampled reconstruction pixel
1,7.1555895747045275,7.866297906563755,8.071701516052107,111.0,intensity-weighted sampled reconstruction pixel
1,10.38423660809795,8.2184192121422,7.896514278689916,83.0,intensity-weighted sampled reconstruction pixel
1,7.300943961604789,7.144332285425323,7.799875518436574,0.0,intensity-weighted sampled reconstruction pixel
1,8.676968443154093,6.856782949796511,7.7952700950309275,9.0,intensity-weighted sampled reconstruction pixel
1,6.2841351792341245,8.255202311369155,8.03759455706101,0.0,intensity-weighted sampled reconstruction pixel
1,9.968885530383291,7.299082106352997,7.779992789623881,91.0,intensity-weighted sampled reconstruction pixel
1,6.226298669744801,8.962034963395352,8.160444372042601,139.0,intensity-weighted sampled reconstruction pixel
1,9.892337022673507,8.10996530299143,7.841482674858347,21.0,intensity-weighted sampled reconstruction pixel
1,8.03864947742903,9.60486620057879,8.049020514189898,39.0,intensity-weighted sampled reconstruction pixel
1,7.438910741295826,9.081057541527116,7.974556492884943,150.0,intensity-weighted sampled reconstruction pixel
1,9.763081807069346,7.640560562785394,7.9737116997666755,37.0,intensity-weighted sampled reconstruction pixel
1,7.521511344778657,9.59874197228532,7.803026685485621,117.0,intensity-weighted sampled reconstruction pixel
1,6.2501904738491945,9.486105374817758,8.13926603509762,0.0,intensity-weighted sampled reconstruction pixel
1,8.540419401049192,7.927081130303601,8.180804142986496,50.0,intensity-weighted sampled reconstruction pixel
1,7.387403634008473,7.550173506357631,7.775067666996745,0.0,intensity-weighted sampled reconstruction pixel
1,7.483001365141936,9.009917969043734,7.852157920820674,76.0,intensity-weighted sampled reconstruction pixel
1,9.89030408264139,6.901978843864191,8.18579592684592,0.0,intensity-weighted sampled reconstruction pixel
1,8.087882561643658,7.184295772142937,8.022767061888027,24.0,intensity-weighted sampled reconstruction pixel
1,8.109576469314394,6.022926806531703,7.839018205994177,0.0,intensity-weighted sampled reconstruction pixel
1,8.517482817027995,9.40564336301874,7.863283608200213,129.0,intensity-weighted sampled reconstruction pixel
1,8.79616627033937,8.935805106106066,8.073593672349073,0.0,intensity-weighted sampled reconstruction pixel
1,6.366130924284068,9.095975939734048,8.103415738233561,117.0,intensity-weighted sampled reconstruction pixel
1,7.649313608514609,9.38639760995928,8.04573633194677,21.0,intensity-weighted sampled reconstruction pixel
1,8.448875269209937,8.18718324176125,8.208448254759762,59.0,intensity-weighted sampled reconstruction pixel
1,9.869379200749634,8.572602542853586,7.997269257684417,0.0,intensity-weighted sampled reconstruction pixel
1,10.007422785798559,6.902063643067746,7.908125079585562,0.0,intensity-weighted sampled reconstruction pixel
1,7.20396662113845,6.778767137430244,7.989527138588866,9.0,intensity-weighted sampled reconstruction pixel
1,8.985034972721028,8.948862052320248,7.935446495086641,21.0,intensity-weighted sampled reconstruction pixel
1,8.07581410923323,8.23722337304278,7.873231310630356,48.0,intensity-weighted sampled reconstruction pixel
1,9.086403996950661,8.568521699409148,7.791143094696465,39.0,intensity-weighted sampled reconstruction pixel
1,6.422288889974394,9.328166613478057,7.932017747039957,77.0,intensity-weighted sampled reconstruction pixel
1,9.536867793840134,8.827806713182534,8.097248299946482,0.0,intensity-weighted sampled reconstruction pixel
1,6.494018381669443,8.525388545512255,7.7784813893225895,123.0,intensity-weighted sampled reconstruction pixel
1,6.047703743088689,8.557317862965478,7.97202211607473,0.0,intensity-weighted sampled reconstruction pixel
1,8.573320036842897,7.6064052863096165,8.06624432466694,14.0,intensity-weighted sampled reconstruction pixel
1,6.9852097338539245,6.256622513167209,8.050785890220181,0.0,intensity-weighted sampled reconstruction pixel
1,9.221956841490558,8.109410063245726,8.127258280508808,109.0,intensity-weighted sampled reconstruction pixel
1,7.116012295390765,7.249386799377345,8.142839069203507,69.0,intensity-weighted sampled reconstruction pixel
1,9.22886476476621,8.001374440519125,8.097384677622918,43.0,intensity-weighted sampled reconstruction pixel
1,7.357263427000217,9.693449068455385,7.817286940226585,95.0,intensity-weighted sampled reconstruction pixel
1,7.154451591269969,7.3348259881027325,7.9885103242420055,9.0,intensity-weighted sampled reconstruction pixel
1,8.212027029018692,6.441029045734249,8.0475667404443,98.0,intensity-weighted sampled reconstruction pixel
1,6.105800093172195,7.530283266824764,7.882960377852347,41.0,intensity-weighted sampled reconstruction pixel
1,10.167859919201783,7.565562704167353,7.789573836117517,0.0,intensity-weighted sampled reconstruction pixel
1,9.051193898137333,8.928534697300634,7.8728515476029814,29.0,intensity-weighted sampled reconstruction pixel
1,7.104594596050256,8.541011988743191,7.979251424797014,37.0,intensity-weighted sampled reconstruction pixel
1,8.617550751754454,9.390430538343407,7.960407946765116,76.0,intensity-weighted sampled reconstruction pixel
1,7.873278995277232,8.942897955835006,7.851266811410494,45.0,intensity-weighted sampled reconstruction pixel
1,6.056451821460385,8.00436911822883,8.149231149634407,47.0,intensity-weighted sampled reconstruction pixel
1,7.107044228683245,9.524654771264263,8.195815867618894,14.0,intensity-weighted sampled reconstruction pixel
1,8.46463620629908,7.036781998384905,7.862620226764249,0.0,intensity-weighted sampled reconstruction pixel
1,7.895128471032824,6.184613809716646,8.197603541160921,21.0,intensity-weighted sampled reconstruction pixel
1,8.586285379905307,6.637132229876831,7.778216041220583,0.0,intensity-weighted sampled reconstruction pixel
1,8.29057296166592,9.152862249700888,8.195482737445195,9.0,intensity-weighted sampled reconstruction pixel
1,8.569210443035004,8.202526149820848,8.207887243437218,60.0,intensity-weighted sampled reconstruction pixel
1,6.128793925607857,7.0152711668507575,7.775543856987325,0.0,intensity-weighted sampled reconstruction pixel
1,10.29841442017355,8.33674423932062,8.120988876517304,21.0,intensity-weighted sampled reconstruction pixel
1,9.786833744525715,6.96313403735467,8.216292723382129,57.0,intensity-weighted sampled reconstruction pixel
1,6.665210801760672,9.069984749350896,8.186715020656179,71.0,intensity-weighted sampled reconstruction pixel
1,8.572301617370588,8.146411226385457,8.216526674150257,21.0,intensity-weighted sampled reconstruction pixel
1,9.361971034262996,7.900405970400072,8.023148812620914,65.0,intensity-weighted sampled reconstruction pixel
1,9.664742433750158,7.597085055409379,7.805951824347279,63.0,intensity-weighted sampled reconstruction pixel
1,7.290197124065577,8.818562450588782,8.160903030990317,66.0,intensity-weighted sampled reconstruction pixel
1,7.703282315889102,7.833990258699592,8.052360997672146,66.0,intensity-weighted sampled reconstruction pixel
1,7.6076377776189394,6.624009142475703,8.052778902326613,0.0,intensity-weighted sampled reconstruction pixel
1,6.206036745229734,6.802112174569084,7.961936660534995,50.0,intensity-weighted sampled reconstruction pixel
1,9.254080008711824,10.238060154097644,8.033047309199711,105.0,intensity-weighted sampled reconstruction pixel
1,8.363859740591348,9.94280648985609,7.840646698379612,0.0,intensity-weighted sampled reconstruction pixel
1,6.817632808246021,9.08156351147218,8.11029421222043,32.0,intensity-weighted sampled reconstruction pixel
1,9.311076099057805,7.460555865339895,7.804507961381709,0.0,intensity-weighted sampled reconstruction pixel
1,7.0354803564126795,10.294420556843965,8.105699152840144,0.0,intensity-weighted sampled reconstruction pixel
1,8.616629195437925,9.37138967800398,8.160530074407433,0.0,intensity-weighted sampled reconstruction pixel
1,9.212823489791798,9.132719755672941,7.987335591679664,9.0,intensity-weighted sampled reconstruction pixel
1,8.268204241799767,8.150243237875127,8.004521968386243,27.0,intensity-weighted sampled reconstruction pixel
1,6.808392312385488,7.496643524903413,7.913618565544156,39.0,intensity-weighted sampled reconstruction pixel
1,8.9011919574966,6.677113069417197,8.21595094851377,9.0,intensity-weighted sampled reconstruction pixel
1,9.528180111474859,9.905771185704763,8.10723725829739,62.0,intensity-weighted sampled reconstruction pixel
1,7.594935006616198,8.174920462944044,7.939734734518159,29.0,intensity-weighted sampled reconstruction pixel
1,8.29770037633418,7.201358646103184,7.850411397667182,9.0,intensity-weighted sampled reconstruction pixel
1,7.302049584408247,7.614016632180785,7.871006612412962,45.0,intensity-weighted sampled reconstruction pixel
1,8.13976309157553,8.621292031493,7.983404251610623,0.0,intensity-weighted sampled reconstruction pixel
1,7.696586455914059,7.08326470621369,8.203581464144595,99.0,intensity-weighted sampled reconstruction pixel
1,8.118903884151406,9.70493705549743,8.107707319050022,97.0,intensity-weighted sampled reconstruction pixel
1,6.684185357780161,9.300941274751745,7.869012124162409,65.0,intensity-weighted sampled reconstruction pixel
1,8.684305457720932,9.146677940595854,8.165398121372693,0.0,intensity-weighted sampled reconstruction pixel
1,7.819912336331751,8.095948656954391,7.943972240584453,94.0,intensity-weighted sampled reconstruction pixel
1,7.542894579470612,8.804514876561232,8.161792204066158,24.0,intensity-weighted sampled reconstruction pixel
1,7.727668422713864,8.63914545951127,7.88118181507132,29.0,intensity-weighted sampled reconstruction pixel
1,6.5484619836705305,8.894013682669472,8.054583881490705,24.0,intensity-weighted sampled reconstruction pixel
1,8.55264384584264,6.605548754554093,8.19626842451739,59.0,intensity-weighted sampled reconstruction pixel
1,7.514688682978358,8.037341618441577,7.888631244207986,57.0,intensity-weighted sampled reconstruction pixel
1,8.153450635184026,6.328303349992694,8.088746231669493,0.0,intensity-weighted sampled reconstruction pixel
1,8.601181236653256,8.31040025863986,8.224163805180286,32.0,intensity-weighted sampled reconstruction pixel
1,9.125672857588718,7.708406137002155,7.839275212131781,0.0,intensity-weighted sampled reconstruction pixel
1,9.210827175459782,6.920065692570901,7.81066505372231,0.0,intensity-weighted sampled reconstruction pixel
1,6.7059976382623905,6.723790395382765,8.080129788524616,0.0,intensity-weighted sampled reconstruction pixel
1,8.299565342644376,8.654274025754772,7.926278535964554,71.0,intensity-weighted sampled reconstruction pixel
1,6.502617942644332,7.064026874823268,7.802772459588632,24.0,intensity-weighted sampled reconstruction pixel
1,8.691291585228411,10.026728478612917,7.988640584226458,95.0,intensity-weighted sampled reconstruction pixel
1,6.750585673360381,8.62817352351896,8.116734512636219,9.0,intensity-weighted sampled reconstruction pixel
1,6.011384628643575,7.779889094621155,7.9011563041909865,65.0,intensity-weighted sampled reconstruction pixel
1,8.113011857878766,8.670443093730913,7.924121563652362,0.0,intensity-weighted sampled reconstruction pixel
1,8.001477216592596,6.18532263887709,8.159021724297608,69.0,intensity-weighted sampled reconstruction pixel
1,8.757342060301026,10.214742646759989,8.009233079640284,32.0,intensity-weighted sampled reconstruction pixel
1,5.787518239425097,8.278721389434667,8.157656705650977,14.0,intensity-weighted sampled reconstruction pixel
1,6.954780974458752,9.390742391470905,7.975339166386107,54.0,intensity-weighted sampled reconstruction pixel
1,8.878378229662331,6.594286852140645,8.208368574317648,0.0,intensity-weighted sampled reconstruction pixel
1,8.01378443771354,8.295874951447788,8.069365511270158,95.0,intensity-weighted sampled reconstruction pixel
1,9.43395749569567,8.306906384517548,7.823313478046854,73.0,intensity-weighted sampled reconstruction pixel
1,8.661606377561485,10.085486039294835,8.177142774584329,34.0,intensity-weighted sampled reconstruction pixel
1,6.214917650531314,8.600414726535513,7.995061987782167,18.0,intensity-weighted sampled reconstruction pixel
1,7.511595233828622,8.243230541929448,7.835153925267536,29.0,intensity-weighted sampled reconstruction pixel
1,6.646883720746656,7.474975963155031,7.840237461567053,0.0,intensity-weighted sampled reconstruction pixel
1,6.800156404550133,7.716729710024176,8.08626561015054,0.0,intensity-weighted sampled reconstruction pixel
1,9.723117186272983,8.409168705793476,7.791791353095565,88.0,intensity-weighted sampled reconstruction pixel
1,7.323504578142928,8.123448059732478,7.9018331318603545,96.0,intensity-weighted sampled reconstruction pixel
1,8.485345012552097,6.1686378602167045,7.834302291616139,18.0,intensity-weighted sampled reconstruction pixel
1,9.137145712714211,9.561814877877323,7.9728956176239505,73.0,intensity-weighted sampled reconstruction pixel
1,8.16046677192187,9.888634700176816,7.960602735117406,9.0,intensity-weighted sampled reconstruction pixel
1,6.756992890524527,6.909281399234885,8.010063159956873,21.0,intensity-weighted sampled reconstruction pixel
1,6.970973104623521,8.530332171899545,7.8986327113871635,39.0,intensity-weighted sampled reconstruction pixel
1,8.572071657994027,6.746243731677122,7.784740051113961,9.0,intensity-weighted sampled reconstruction pixel
1,9.216081024307721,8.963428187232752,8.052617609006186,14.0,intensity-weighted sampled reconstruction pixel
1,5.914266828796238,7.5267345697429064,7.941910281325882,0.0,intensity-weighted sampled reconstruction pixel
1,9.928239294665925,8.916619367450878,8.069614099420422,88.0,intensity-weighted sampled reconstruction pixel
1,10.11726623020199,9.163251689969478,7.819986806569964,0.0,intensity-weighted sampled reconstruction pixel
1,7.686759871508324,9.343361379459516,7.7763375834352635,0.0,intensity-weighted sampled reconstruction pixel
1,6.959423756414391,6.740041772803217,7.884215354027234,97.0,intensity-weighted sampled reconstruction pixel
1,8.36411470039148,9.973128029199568,7.980011768577264,98.0,intensity-weighted sampled reconstruction pixel
1,10.157108478668537,7.309213758717855,7.951273108117495,69.0,intensity-weighted sampled reconstruction pixel
1,8.487630311915298,6.302591280359149,8.142739175425795,0.0,intensity-weighted sampled reconstruction pixel
1,8.391451328291275,8.525816058458672,7.9438053163286995,0.0,intensity-weighted sampled reconstruction pixel
1,7.701681979756104,7.8732071317533805,8.014002942617417,100.0,intensity-weighted sampled reconstruction pixel
1,7.4377125053063695,9.591233810069948,8.043017172523408,0.0,intensity-weighted sampled reconstruction pixel
1,7.51349215624881,9.50137819061254,7.780042440157073,55.0,intensity-weighted sampled reconstruction pixel
1,7.8116187884941,7.6693274747002915,8.006961353349247,83.0,intensity-weighted sampled reconstruction pixel
1,8.949479216414007,10.184811611822495,7.928622379323466,9.0,intensity-weighted sampled reconstruction pixel
1,6.4187807125853595,7.566497850312118,7.963788858734297,113.0,intensity-weighted sampled reconstruction pixel
1,6.406897441592889,8.389488893493688,7.816132203307815,55.0,intensity-weighted sampled reconstruction pixel
1,9.80391114311801,7.4169347764442985,8.130097460198376,0.0,intensity-weighted sampled reconstruction pixel
1,8.63892959335073,10.079276454968053,8.20350595537192,9.0,intensity-weighted sampled reconstruction pixel
1,7.9001792327265274,7.027140411147816,7.780243657489616,9.0,intensity-weighted sampled reconstruction pixel
1,8.099520135421786,6.358862844872312,8.04663147089322,54.0,intensity-weighted sampled reconstruction pixel
1,7.119935328077946,8.113436389594586,8.121368270952646,39.0,intensity-weighted sampled reconstruction pixel
1,8.395758033161759,10.47950475215889,7.9010114907789495,0.0,intensity-weighted sampled reconstruction pixel
1,8.607819752841694,9.862252225410105,8.13227556903708,39.0,intensity-weighted sampled reconstruction pixel
1,8.773130198794815,9.25839060678189,8.060883323352499,39.0,intensity-weighted sampled reconstruction pixel
1,7.631245975421218,9.861262142058825,8.197414810844693,52.0,intensity-weighted sampled reconstruction pixel
1,7.603674184895732,9.872397025142662,8.221262213222735,14.0,intensity-weighted sampled reconstruction pixel
1,7.535524621024871,8.403589139767055,7.789479212439404,37.0,intensity-weighted sampled reconstruction pixel
1,6.231479878403366,7.660244818523707,7.974671370072423,115.0,intensity-weighted sampled reconstruction pixel
1,8.35579501384248,9.345614196825226,8.02161438228598,21.0,intensity-weighted sampled reconstruction pixel
1,8.575603161883427,8.931439980702526,7.83750188727552,14.0,intensity-weighted sampled reconstruction pixel
1,7.418943560603521,7.880278160205897,7.924691481996587,55.0,intensity-weighted sampled reconstruction pixel
1,9.208199774260466,6.666677469796775,8.224317825967972,0.0,intensity-weighted sampled reconstruction pixel
1,6.862300940999524,9.259987675789704,7.777466009917537,55.0,intensity-weighted sampled reconstruction pixel
1,8.523639931862578,7.44330422652018,7.978153648501217,0.0,intensity-weighted sampled reconstruction pixel
1,7.0275621143536755,10.08668651876241,8.15762112599037,110.0,intensity-weighted sampled reconstruction pixel
1,8.71975466891986,7.353945391790889,7.918994580850873,85.0,intensity-weighted sampled reconstruction pixel
1,6.928270444352679,6.8265780069203785,7.9907073112673705,9.0,intensity-weighted sampled reconstruction pixel
1,9.55883679349861,9.586220306734893,8.219901043062471,102.0,intensity-weighted sampled reconstruction pixel
1,7.516770448041332,6.969913667339876,7.9884433447788235,0.0,intensity-weighted sampled reconstruction pixel
1,7.506259246969576,7.09949615543681,7.83022380358739,0.0,intensity-weighted sampled reconstruction pixel
1,7.753232821323678,8.705692789371117,7.79379188616654,85.0,intensity-weighted sampled reconstruction pixel
1,8.479813533448663,9.780005503594802,8.204891623322377,68.0,intensity-weighted sampled reconstruction pixel
1,9.943115771876439,7.158735024720259,7.89227233010653,0.0,intensity-weighted sampled reconstruction pixel
1,6.056569776930773,7.638122275476593,8.001869397019693,43.0,intensity-weighted sampled reconstruction pixel
1,6.481724423647396,9.368246566899455,7.811722812401386,134.0,intensity-weighted sampled reconstruction pixel
1,8.055104543169763,10.303453109331643,7.9648813554532785,48.0,intensity-weighted sampled reconstruction pixel
1,9.538610871279104,8.337073065985823,8.197848538855057,18.0,intensity-weighted sampled reconstruction pixel
1,8.098193119758122,6.928425691447129,8.001109977070232,24.0,intensity-weighted sampled reconstruction pixel
1,7.217544547765254,6.10460887719363,8.21672216982907,14.0,intensity-weighted sampled reconstruction pixel
1,9.319612091941721,7.312698042939902,7.889064393129204,18.0,intensity-weighted sampled reconstruction pixel
1,7.992190883867998,6.864200069831988,8.00209081026381,0.0,intensity-weighted sampled reconstruction pixel
1,8.849987382646042,8.98859470911571,8.16538416423229,18.0,intensity-weighted sampled reconstruction pixel
1,8.929120190898228,6.811520695484604,7.976196083094722,41.0,intensity-weighted sampled reconstruction pixel
1,8.016428445267207,8.362879489091378,7.898564191842287,0.0,intensity-weighted sampled reconstruction pixel
1,8.212917476043899,9.058445218518184,8.163518667172225,96.0,intensity-weighted sampled reconstruction pixel
1,6.869569878325218,8.630911872483306,7.9493491556814,18.0,intensity-weighted sampled reconstruction pixel
1,7.824574561656879,7.181936957011404,8.014132713887708,24.0,intensity-weighted sampled reconstruction pixel
1,9.227320733250451,9.472409518102468,8.219202450550966,0.0,intensity-weighted sampled reconstruction pixel
1,6.576110087999991,9.132927026601509,7.855782315587698,14.0,intensity-weighted sampled reconstruction pixel
1,7.526960462346757,9.229240197000378,7.908644292891285,63.0,intensity-weighted sampled reconstruction pixel
1,6.810462873067107,6.8660085418787045,7.7842920160321265,21.0,intensity-weighted sampled reconstruction pixel
1,8.786912603326812,6.824477212808127,7.950245346558624,18.0,intensity-weighted sampled reconstruction pixel
1,6.5969663918660535,10.045057715243223,7.862084378069035,0.0,intensity-weighted sampled reconstruction pixel
1,9.885411419414474,7.957299186545675,8.08281607028763,68.0,intensity-weighted sampled reconstruction pixel
1,8.585973536504193,7.594281384701827,7.853407871032292,9.0,intensity-weighted sampled reconstruction pixel
1,6.70365643211011,8.303774960541467,8.0804138661067,84.0,intensity-weighted sampled reconstruction pixel
1,5.9715594261138385,8.941731585049965,7.891198696967086,24.0,intensity-weighted sampled reconstruction pixel
1,7.777258400324503,10.203412930381276,7.933400203695752,24.0,intensity-weighted sampled reconstruction pixel
1,9.374593685690694,7.53639509122104,7.930475899941343,9.0,intensity-weighted sampled reconstruction pixel
1,8.13917223713661,10.024140339617189,8.09970580507526,14.0,intensity-weighted sampled reconstruction pixel
1,8.819417292793341,6.191941338154095,7.984594261043638,71.0,intensity-weighted sampled reconstruction pixel
1,9.027771917598967,8.53445018374953,7.936197493472235,21.0,intensity-weighted sampled reconstruction pixel
1,8.094132503377638,8.822876186677105,8.162206450758147,29.0,intensity-weighted sampled reconstruction pixel
1,7.212589783841208,6.726569109282079,8.033097287794954,27.0,intensity-weighted sampled reconstruction pixel
1,6.8373191927637365,6.912785647456529,7.868362177787879,14.0,intensity-weighted sampled reconstruction pixel
1,7.912045961083552,8.051858528905871,8.184041987946093,37.0,intensity-weighted sampled reconstruction pixel
1,7.106104454909707,10.27249649729061,7.927619136175474,66.0,intensity-weighted sampled reconstruction pixel
1,7.234080545925719,8.68876411869694,7.787930513667168,0.0,intensity-weighted sampled reconstruction pixel
1,7.053349675928061,10.07249148411869,7.997516103028248,75.0,intensity-weighted sampled reconstruction pixel
1,9.678971691702772,9.475078027679835,7.827011505042804,99.0,intensity-weighted sampled reconstruction pixel
1,7.07242297648754,8.222259372389843,7.879694564109242,21.0,intensity-weighted sampled reconstruction pixel
1,9.86490460581549,9.394697389404792,8.11367100143621,55.0,intensity-weighted sampled reconstruction pixel
1,8.05402721217434,6.133952970903877,7.8301458341531065,21.0,intensity-weighted sampled reconstruction pixel
1,9.512284336459363,6.742935269991705,8.141194343202857,97.0,intensity-weighted sampled reconstruction pixel
1,6.708533842704045,9.586315254706072,8.200977352540239,75.0,intensity-weighted sampled reconstruction pixel
1,7.4667929200383,9.453852120396443,8.049004766187654,62.0,intensity-weighted sampled reconstruction pixel
1,9.547690129105455,7.3181913865314705,8.0967652283305,66.0,intensity-weighted sampled reconstruction pixel
1,6.677398579996956,8.455189133248721,8.098249840557411,0.0,intensity-weighted sampled reconstruction pixel
1,7.1664117946270185,8.723261019055824,8.226691660344404,127.0,intensity-weighted sampled reconstruction pixel
1,9.653333125819017,9.752608859163294,7.9271076006127466,24.0,intensity-weighted sampled reconstruction pixel
1,8.082793785243487,8.711939732682247,7.8449140135716435,86.0,intensity-weighted sampled reconstruction pixel
1,6.516709634363419,8.024374735875622,8.008816928060588,32.0,intensity-weighted sampled reconstruction pixel
1,8.001216576608673,7.884133464818346,8.015294912522586,48.0,intensity-weighted sampled reconstruction pixel
1,7.874354287294478,8.075953949774268,7.8518397446162265,96.0,intensity-weighted sampled reconstruction pixel
1,9.667563651297653,8.897293872002686,8.052030332737305,39.0,intensity-weighted sampled reconstruction pixel
1,9.318027744642976,9.7478060284791,7.776497377399339,75.0,intensity-weighted sampled reconstruction pixel
1,9.376694753258656,8.166956793508172,8.196727465128943,18.0,intensity-weighted sampled reconstruction pixel
1,5.898154680855149,7.394777301013036,7.89170416779778,24.0,intensity-weighted sampled reconstruction pixel
1,7.195668030324407,7.346915520773291,7.7881976958594885,0.0,intensity-weighted sampled reconstruction pixel
1,6.037011050441047,9.25727616162165,7.819794743078434,80.0,intensity-weighted sampled reconstruction pixel
1,7.164186516114745,9.533826935259155,7.880514516208635,43.0,intensity-weighted sampled reconstruction pixel
1,6.365231245934135,6.732355457251895,7.895996837558781,29.0,intensity-weighted sampled reconstruction pixel
1,7.597161948806343,6.5075451839570775,7.785092599768955,48.0,intensity-weighted sampled reconstruction pixel
1,9.012753304815494,8.676701668241162,7.898503213609115,18.0,intensity-weighted sampled reconstruction pixel
1,8.00577254127377,6.934818840970594,7.858753198787002,0.0,intensity-weighted sampled reconstruction pixel
1,6.955255411323491,9.569525664600516,7.944165626619879,37.0,intensity-weighted sampled reconstruction pixel
1,6.080191835376215,7.641731792076066,7.947177159183746,0.0,intensity-weighted sampled reconstruction pixel
1,8.06196127176376,6.926623029586556,7.925943560677324,24.0,intensity-weighted sampled reconstruction pixel
1,9.38032977334411,9.998675944794334,7.9208449864241235,0.0,intensity-weighted sampled reconstruction pixel
1,9.77925226879548,7.023778526039953,7.811276387760976,14.0,intensity-weighted sampled reconstruction pixel
1,6.5161045133895605,7.541689624925191,7.781594275678034,100.0,intensity-weighted sampled reconstruction pixel
1,8.07278982603217,6.965971652307798,7.862972578071974,24.0,intensity-weighted sampled reconstruction pixel
1,8.990176379281078,6.7730585426508725,8.118058736611642,0.0,intensity-weighted sampled reconstruction pixel
1,7.547936818934811,6.173858210752807,8.225772492153515,0.0,intensity-weighted sampled reconstruction pixel
1,8.958625990997284,6.425639373135726,8.197122040526372,0.0,intensity-weighted sampled reconstruction pixel
1,8.065644965982282,7.076293939948368,8.001940903547373,9.0,intensity-weighted sampled reconstruction pixel
1,8.123894537015474,6.4093855583282275,8.01463897365785,39.0,intensity-weighted sampled reconstruction pixel
1,8.402426897873411,8.662646351470253,7.914707521756488,27.0,intensity-weighted sampled reconstruction pixel
1,9.141899123464368,9.001576632556182,8.126012141773321,0.0,intensity-weighted sampled reconstruction pixel
1,8.75452337495339,7.9456197596960045,8.121788076449018,18.0,intensity-weighted sampled reconstruction pixel
1,8.997127938566733,7.661350895101866,8.158365284487925,112.0,intensity-weighted sampled reconstruction pixel
1,5.8305800644831765,8.357008422247912,8.181932105510567,152.0,intensity-weighted sampled reconstruction pixel
1,9.222206345529457,9.783008963717236,7.969800654183636,0.0,intensity-weighted sampled reconstruction pixel
1,7.3067448861085245,9.684135180032987,8.12276276132931,14.0,intensity-weighted sampled reconstruction pixel
1,8.791719902383733,6.3460560619282855,8.140943415246104,9.0,intensity-weighted sampled reconstruction pixel
1,6.917517746811888,7.108547523864908,7.911891426348965,96.0,intensity-weighted sampled reconstruction pixel
1,7.2901929942228545,7.342242866949342,8.19745143224283,0.0,intensity-weighted sampled reconstruction pixel
