T_K,dG_HEA_mean_kJmol_atom,dG_HEA_plus1sigma,dG_HEA_minus1sigma,dG_HEI_sublattice_upper_bound_entropy,dG_HEI_frozen_zero_entropy,Gap_HEA_minus_HEI_sublattice,Gap_HEA_minus_HEI_frozen
2140.0,-30.13647471024105,-27.912490499497977,-32.36045892098413,-36.17445056404541,-30.007884,6.037975853804358,-0.12859071024104907
2150.0,-30.212045587235945,-27.988061376492873,-32.43602979797902,-36.203266295653094,-30.007884,5.991220708417149,-0.20416158723594435
2160.0,-30.28761646423084,-28.063632253487768,-32.51160067497392,-36.23208202726078,-30.007884,5.94446556302994,-0.27973246423083964
2170.0,-30.363187341225736,-28.139203130482663,-32.58717155196881,-36.260897758868474,-30.007884,5.897710417642738,-0.3553033412257349
2180.0,-30.438758218220634,-28.21477400747756,-32.66274242896371,-36.28971349047616,-30.007884,5.850955272255526,-0.43087421822063376
2190.0,-30.51432909521553,-28.290344884472454,-32.738313305958606,-36.318529222083846,-30.007884,5.8042001268683165,-0.506445095215529
2200.0,-30.589899972210425,-28.36591576146735,-32.8138841829535,-36.34734495369154,-30.007884,5.757444981481115,-0.5820159722104243
2210.0,-30.66547084920532,-28.441486638462244,-32.889455059948396,-36.376160685299226,-30.007884,5.710689836093906,-0.6575868492053196
2220.0,-30.741041726200216,-28.51705751545714,-32.96502593694329,-36.40497641690692,-30.007884,5.663934690706704,-0.7331577262002149
2230.0,-30.81661260319511,-28.592628392452035,-33.04059681393819,-36.433792148514605,-30.007884,5.617179545319495,-0.8087286031951102
2240.0,-30.89218348019001,-28.668199269446937,-33.11616769093308,-36.46260788012229,-30.007884,5.570424399932282,-0.884299480190009
2250.0,-30.967754357184905,-28.743770146441832,-33.191738567927985,-36.491423611729985,-30.007884,5.52366925454508,-0.9598703571849043
2260.0,-31.0433252341798,-28.819341023436728,-33.26730944492287,-36.52023934333767,-30.007884,5.476914109157871,-1.0354412341797996
2270.0,-31.118896111174696,-28.894911900431623,-33.342880321917775,-36.54905507494536,-30.007884,5.430158963770662,-1.111012111174695
2280.0,-31.19446698816959,-28.97048277742652,-33.41845119891266,-36.57787080655305,-30.007884,5.38340381838346,-1.1865829881695902
2290.0,-31.270037865164486,-29.046053654421414,-33.494022075907566,-36.60668653816074,-30.007884,5.336648672996251,-1.2621538651644855
2300.0,-31.345608742159385,-29.12162453141631,-33.56959295290246,-36.63550226976842,-30.007884,5.289893527609038,-1.3377247421593843
2310.0,-31.42117961915428,-29.197195408411204,-33.645163829897356,-36.66431800137612,-30.007884,5.2431383822218365,-1.4132956191542796
2320.0,-31.496750496149176,-29.2727662854061,-33.72073470689225,-36.6931337329838,-30.007884,5.196383236834627,-1.4888664961491749
2330.0,-31.57232137314407,-29.348337162400995,-33.79630558388715,-36.72194946459149,-30.007884,5.149628091447418,-1.5644373731440702
2340.0,-31.647892250138966,-29.42390803939589,-33.87187646088204,-36.75076519619918,-30.007884,5.1028729460602165,-1.6400082501389655
2350.0,-31.72346312713386,-29.499478916390785,-33.94744733787694,-36.77958092780687,-30.007884,5.056117800673007,-1.7155791271338607
2360.0,-31.799034004128757,-29.57504979338568,-34.02301821487183,-36.808396659414555,-30.007884,5.009362655285798,-1.791150004128756
2370.0,-31.874604881123656,-29.650620670380583,-34.09858909186673,-36.83721239102225,-30.007884,4.962607509898593,-1.8667208811236549
2380.0,-31.95017575811855,-29.72619154737548,-34.17415996886163,-36.866028122629935,-30.007884,4.915852364511384,-1.9422917581185501
2390.0,-32.02574663511345,-29.801762424370374,-34.24973084585652,-36.89484385423763,-30.007884,4.869097219124178,-2.017862635113449
2400.0,-32.10131751210834,-29.87733330136527,-34.32530172285142,-36.923659585845314,-30.007884,4.822342073736976,-2.093433512108337
2410.0,-32.17688838910324,-29.952904178360164,-34.40087259984631,-36.952475317453,-30.007884,4.77558692834976,-2.1690043891032396
2420.0,-32.25245926609813,-30.02847505535506,-34.47644347684121,-36.981291049060694,-30.007884,4.7288317829625655,-2.2445752660981277
2430.0,-32.32803014309303,-30.104045932349955,-34.55201435383611,-37.01010678066838,-30.007884,4.682076637575349,-2.32014614309303
2440.0,-32.403601020087926,-30.17961680934485,-34.627585230831,-37.038922512276066,-30.007884,4.63532149218814,-2.3957170200879254
2450.0,-32.47917189708282,-30.255187686339745,-34.7031561078259,-37.06773824388376,-30.007884,4.588566346800938,-2.4712878970828207
2460.0,-32.55474277407772,-30.33075856333464,-34.77872698482079,-37.096553975491446,-30.007884,4.541811201413729,-2.546858774077716
2470.0,-32.63031365107261,-30.406329440329536,-34.85429786181569,-37.12536970709914,-30.007884,4.495056056026527,-2.6224296510726113
2480.0,-32.70588452806751,-30.48190031732443,-34.92986873881058,-37.154185438706826,-30.007884,4.448300910639318,-2.6980005280675066
2490.0,-32.7814554050624,-30.557471194319334,-35.005439615805486,-37.18300117031451,-30.007884,4.401545765252109,-2.773571405062402
2500.0,-32.857026282057305,-30.63304207131423,-35.081010492800374,-37.211816901922205,-30.007884,4.3547906198649,-2.8491422820573042
2510.0,-32.93259715905219,-30.708612948309124,-35.156581369795276,-37.24063263352989,-30.007884,4.308035474477698,-2.9247131590521924
2520.0,-33.008168036047095,-30.78418382530402,-35.232152246790164,-37.26944836513758,-30.007884,4.261280329090482,-3.000284036047095
2530.0,-33.083738913041984,-30.859754702298915,-35.30772312378507,-37.29826409674527,-30.007884,4.214525183703287,-3.075854913041983
2540.0,-33.159309790036886,-30.93532557929381,-35.383294000779955,-37.32707982835296,-30.007884,4.167770038316071,-3.1514257900368854
2550.0,-33.23488066703178,-31.010896456288705,-35.45886487777486,-37.35589555996064,-30.007884,4.121014892928862,-3.2269966670317807
2560.0,-33.31045154402668,-31.0864673332836,-35.53443575476975,-37.38471129156834,-30.007884,4.07425974754166,-3.302567544026676
2570.0,-33.38602242102157,-31.162038210278496,-35.61000663176465,-37.41352702317602,-30.007884,4.027504602154451,-3.3781384210215712
2580.0,-33.46159329801647,-31.23760908727339,-35.68557750875954,-37.44234275478371,-30.007884,3.980749456767242,-3.4537092980164665
2590.0,-33.53716417501136,-31.313179964268286,-35.76114838575444,-37.4711584863914,-30.007884,3.93399431138004,-3.529280175011362
2600.0,-33.61273505200626,-31.38875084126318,-35.836719262749334,-37.49997421799909,-30.007884,3.887239165992831,-3.604851052006257
2610.0,-33.68830592900116,-31.464321718258084,-35.91229013974423,-37.528789949606775,-30.007884,3.840484020605615,-3.6804219290011595
2620.0,-33.76387680599605,-31.53989259525298,-35.98786101673913,-37.55760568121447,-30.007884,3.79372887521842,-3.7559928059960477
2630.0,-33.83944768299095,-31.615463472247875,-36.06343189373402,-37.586421412822155,-30.007884,3.746973729831204,-3.83156368299095
2640.0,-33.91501855998584,-31.69103434924277,-36.13900277072892,-37.61523714442985,-30.007884,3.700218584444009,-3.9071345599858383
2650.0,-33.99058943698074,-31.766605226237665,-36.21457364772381,-37.644052876037534,-30.007884,3.653463439056793,-3.9827054369807406
2660.0,-34.06616031397563,-31.84217610323256,-36.29014452471871,-37.67286860764522,-30.007884,3.606708293669591,-4.058276313975629
2670.0,-34.14173119097053,-31.917746980227456,-36.36571540171361,-37.701684339252914,-30.007884,3.559953148282382,-4.133847190970531
2680.0,-34.21730206796543,-31.99331785722235,-36.4412862787085,-37.7305000708606,-30.007884,3.513198002895173,-4.2094180679654265
2690.0,-34.29287294496032,-32.068888734217246,-36.5168571557034,-37.75931580246829,-30.007884,3.466442857507964,-4.284988944960322
2700.0,-34.36844382195522,-32.14445961121214,-36.592428032698294,-37.78813153407598,-30.007884,3.419687712120762,-4.360559821955217
2710.0,-34.44401469895011,-32.22003048820704,-36.66799890969319,-37.816947265683666,-30.007884,3.372932566733553,-4.436130698950112
2720.0,-34.51958557594501,-32.29560136520193,-36.743569786688084,-37.84576299729136,-30.007884,3.326177421346351,-4.511701575945008
2730.0,-34.595156452939904,-32.371172242196835,-36.81914066368299,-37.874578728899046,-30.007884,3.279422275959142,-4.587272452939903
2740.0,-34.670727329934806,-32.44674311919173,-36.894711540677875,-37.90339446050673,-30.007884,3.232667130571926,-4.662843329934805
2750.0,-34.746298206929694,-32.522313996186625,-36.97028241767278,-37.932210192114425,-30.007884,3.185911985184731,-4.7384142069296935
2760.0,-34.8218690839246,-32.59788487318152,-37.045853294667666,-37.96102592372211,-30.007884,3.139156839797515,-4.813985083924596
2770.0,-34.897439960919485,-32.673455750176416,-37.12142417166257,-37.9898416553298,-30.007884,3.092401694410313,-4.889555960919484
2780.0,-34.97301083791439,-32.74902662717131,-37.196995048657456,-38.01865738693749,-30.007884,3.045646549023104,-4.9651268379143865
2790.0,-35.04858171490928,-32.824597504166206,-37.27256592565236,-38.04747311854518,-30.007884,2.998891403635895,-5.040697714909282
2800.0,-35.12415259190418,-32.9001683811611,-37.348136802647254,-38.076288850152864,-30.007884,2.952136258248686,-5.116268591904177
2810.0,-35.19972346889907,-32.975739258156,-37.42370767964215,-38.10510458176056,-30.007884,2.905381112861484,-5.191839468899072
2820.0,-35.27529434589397,-33.05131013515089,-37.499278556637044,-38.13392031336824,-30.007884,2.858625967474275,-5.267410345893968
2830.0,-35.350865222888864,-33.12688101214579,-37.57484943363194,-38.16273604497593,-30.007884,2.811870822087066,-5.342981222888863
2840.0,-35.42643609988376,-33.20245188914068,-37.650420310626835,-38.19155177658362,-30.007884,2.765115676699864,-5.418552099883758
2850.0,-35.502006976878654,-33.27802276613558,-37.72599118762173,-38.22036750819131,-30.007884,2.718360531312655,-5.4941229768786535
2860.0,-35.57757785387355,-33.35359364313048,-37.80156206461663,-38.249183239798995,-30.007884,2.671605385925446,-5.569693853873549
2870.0,-35.65314873086845,-33.429164520125376,-37.87713294161152,-38.27799897140669,-30.007884,2.624850240538237,-5.645264730868451
2880.0,-35.72871960786334,-33.50473539712027,-37.95270381860642,-38.306814703014375,-30.007884,2.578095095151035,-5.720835607863339
2890.0,-35.80429048485824,-33.580306274115166,-38.02827469560131,-38.33563043462206,-30.007884,2.5313399497638187,-5.796406484858242
2900.0,-35.87986136185313,-33.65587715111006,-38.103845572596214,-38.364446166229754,-30.007884,2.484584804376624,-5.87197736185313
2910.0,-35.95543223884803,-33.73144802810496,-38.1794164495911,-38.39326189783744,-30.007884,2.4378296589894077,-5.947548238848032
2920.0,-36.03100311584293,-33.80701890509985,-38.254987326586004,-38.422077629445134,-30.007884,2.391074513602206,-6.023119115842928
2930.0,-36.10657399283782,-33.88258978209475,-38.3305582035809,-38.45089336105282,-30.007884,2.3443193682149968,-6.098689992837823
2940.0,-36.18214486983272,-33.95816065908964,-38.406129080575795,-38.479709092660514,-30.007884,2.297564222827795,-6.174260869832718
2950.0,-36.257715746827614,-34.03373153608454,-38.48169995757069,-38.5085248242682,-30.007884,2.250809077440586,-6.249831746827613
2960.0,-36.33328662382251,-34.10930241307943,-38.557270834565585,-38.537340555875886,-30.007884,2.2040539320533767,-6.325402623822509
2970.0,-36.408857500817405,-34.18487329007433,-38.63284171156048,-38.56615628748358,-30.007884,2.157298786666175,-6.400973500817404
2980.0,-36.48442837781231,-34.26044416706923,-38.708412588555376,-38.594972019091266,-30.007884,2.1105436412789587,-6.476544377812306
2990.0,-36.559999254807195,-34.336015044064126,-38.78398346555028,-38.62378775069895,-30.007884,2.0637884958917567,-6.552115254807195
3000.0,-36.6355701318021,-34.41158592105902,-38.85955434254517,-38.652603482306645,-30.007884,2.0170333505045477,-6.627686131802097
3010.0,-36.711141008796986,-34.48715679805392,-38.93512521954007,-38.68141921391433,-30.007884,1.9702782051173457,-6.703257008796985
3020.0,-36.78671188579189,-34.56272767504881,-39.01069609653496,-38.71023494552202,-30.007884,1.9235230597301296,-6.7788278857918876
3030.0,-36.862282762786776,-34.63829855204371,-39.08626697352986,-38.73905067712971,-30.007884,1.8767679143429348,-6.854398762786776
3040.0,-36.93785363978168,-34.7138694290386,-39.161837850524755,-38.7678664087374,-30.007884,1.8300127689557186,-6.929969639781678
3050.0,-37.013424516776574,-34.7894403060335,-39.23740872751965,-38.796682140345084,-30.007884,1.7832576235685096,-7.005540516776573
3060.0,-37.08899539377147,-34.86501118302839,-39.312979604514545,-38.82549787195278,-30.007884,1.7365024781813077,-7.081111393771469
3070.0,-37.164566270766365,-34.94058206002329,-39.38855048150944,-38.85431360356046,-30.007884,1.6897473327940986,-7.156682270766364
3080.0,-37.24013714776126,-35.016152937018184,-39.464121358504336,-38.88312933516815,-30.007884,1.6429921874068896,-7.232253147761259
3090.0,-37.315708024756155,-35.09172381401308,-39.53969223549923,-38.91194506677584,-30.007884,1.5962370420196876,-7.307824024756155
3100.0,-37.39127890175105,-35.16729469100798,-39.615263112494134,-38.94076079838353,-30.007884,1.5494818966324786,-7.38339490175105
3110.0,-37.46684977874595,-35.24286556800288,-39.69083398948902,-38.969576529991215,-30.007884,1.5027267512452624,-7.458965778745952
3120.0,-37.54242065574084,-35.31843644499777,-39.766404866483924,-38.99839226159891,-30.007884,1.4559716058580676,-7.53453665574084
3130.0,-37.61799153273574,-35.39400732199267,-39.84197574347881,-39.027207993206595,-30.007884,1.4092164604708515,-7.610107532735743
3140.0,-37.69356240973063,-35.46957819898756,-39.917546620473715,-39.05602372481428,-30.007884,1.3624613150836495,-7.685678409730631
3150.0,-37.769133286725534,-35.54514907598246,-39.9931174974686,-39.084839456421975,-30.007884,1.3157061696964405,-7.761249286725533
3160.0,-37.84470416372043,-35.62071995297735,-40.068688374463505,-39.11365518802966,-30.007884,1.2689510243092315,-7.836820163720429
3170.0,-37.920275040715325,-35.69629082997225,-40.1442592514584,-39.142470919637354,-30.007884,1.2221958789220295,-7.912391040715324
3180.0,-37.99584591771022,-35.771861706967144,-40.219830128453296,-39.17128665124504,-30.007884,1.1754407335348205,-7.987961917710219
3190.0,-38.071416794705115,-35.84743258396204,-40.29540100544819,-39.200102382852734,-30.007884,1.1286855881476185,-8.063532794705115
3200.0,-38.14698767170001,-35.923003460956934,-40.37097188244309,-39.22891811446042,-30.007884,1.0819304427604095,-8.13910367170001
3210.0,-38.222558548694906,-35.99857433795183,-40.44654275943798,-39.257733846068106,-30.007884,1.0351752973732005,-8.214674548694905
3220.0,-38.29812942568981,-36.07414521494673,-40.52211363643288,-39.2865495776758,-30.007884,0.9884201519859914,-8.290245425689807
3230.0,-38.373700302684696,-36.14971609194163,-40.59768451342778,-39.315365309283486,-30.007884,0.9416650065987895,-8.365816302684696
3240.0,-38.4492711796796,-36.22528696893652,-40.67325539042267,-39.34418104089117,-30.007884,0.8949098612115733,-8.441387179679598
3250.0,-38.52484205667449,-36.30085784593142,-40.74882626741757,-39.372996772498865,-30.007884,0.8481547158243785,-8.516958056674486
3260.0,-38.60041293366939,-36.37642872292631,-40.82439714441246,-39.40181250410655,-30.007884,0.8013995704371624,-8.592528933669389
3270.0,-38.67598381066428,-36.45199959992121,-40.89996802140736,-39.43062823571424,-30.007884,0.7546444250499604,-8.668099810664277
3280.0,-38.75155468765918,-36.527570476916104,-40.97553889840225,-39.45944396732193,-30.007884,0.7078892796627514,-8.74367068765918
3290.0,-38.827125564654075,-36.603141353911,-41.05110977539715,-39.48825969892962,-30.007884,0.6611341342755424,-8.819241564654074
3300.0,-38.90269644164897,-36.678712230905894,-41.12668065239205,-39.517075430537304,-30.007884,0.6143789888883333,-8.89481244164897
3310.0,-38.978267318643866,-36.75428310790079,-41.20225152938694,-39.545891162145,-30.007884,0.5676238435011314,-8.970383318643865
3320.0,-39.05383819563876,-36.829853984895685,-41.27782240638184,-39.57470689375268,-30.007884,0.5208686981139223,-9.04595419563876
3330.0,-39.129409072633656,-36.90542486189058,-41.35339328337673,-39.60352262536037,-30.007884,0.4741135527267133,-9.121525072633656
3340.0,-39.20497994962855,-36.980995738885476,-41.42896416037163,-39.63233835696806,-30.007884,0.42735840733951136,-9.197095949628551
3350.0,-39.280550826623454,-37.05656661588038,-41.50453503736652,-39.66115408857575,-30.007884,0.3806032619522952,-9.272666826623453
3360.0,-39.35612170361834,-37.13213749287527,-41.580105914361425,-39.689969820183435,-30.007884,0.3338481165650933,-9.348237703618341
3370.0,-39.431692580613245,-37.20770836987017,-41.65567679135631,-39.71878555179113,-30.007884,0.28709297117788424,-9.423808580613244
3380.0,-39.50726345760813,-37.283279246865064,-41.731247668351216,-39.747601283398815,-30.007884,0.2403378257906823,-9.499379457608132
3390.0,-39.582834334603035,-37.35885012385996,-41.806818545346104,-39.7764170150065,-30.007884,0.19358268040346616,-9.574950334603034
3400.0,-39.65840521159792,-37.434421000854854,-41.88238942234101,-39.805232746614195,-30.007884,0.14682753501627133,-9.650521211597923
3410.0,-39.733976088592826,-37.50999187784975,-41.9579602993359,-39.83404847822188,-30.007884,0.10007238962905518,-9.726092088592825
3420.0,-39.80954696558772,-37.585562754844645,-42.0335311763308,-39.862864209829574,-30.007884,0.053317244241853246,-9.80166296558772
3430.0,-39.885117842582616,-37.66113363183954,-42.10910205332569,-39.89167994143726,-30.007884,0.006562098854644205,-9.877233842582616
3440.0,-39.96068871957751,-37.736704508834436,-42.18467293032059,-39.920495673044954,-30.007884,-0.04019304653255773,-9.952804719577511
3450.0,-40.03625959657241,-37.81227538582933,-42.26024380731548,-39.94931140465264,-30.007884,-0.08694819191976677,-10.028375596572406
3460.0,-40.1118304735673,-37.887846262824226,-42.33581468431038,-39.978127136260326,-30.007884,-0.1337033373069758,-10.103946473567301
3470.0,-40.1874013505622,-37.96341713981913,-42.41138556130528,-40.00694286786802,-30.007884,-0.18045848269417775,-10.179517350562197
3480.0,-40.2629722275571,-38.038988016814024,-42.48695643830017,-40.035758599475706,-30.007884,-0.2272136280813939,-10.2550882275571
3490.0,-40.33854310455199,-38.11455889380892,-42.56252731529507,-40.06457433108339,-30.007884,-0.2739687734685958,-10.330659104551987
3500.0,-40.41411398154689,-38.190129770803814,-42.63809819228996,-40.093390062691086,-30.007884,-0.32072391885580487,-10.40622998154689
3510.0,-40.48968485854178,-38.26570064779871,-42.71366906928486,-40.12220579429877,-30.007884,-0.3674790642430068,-10.481800858541778
3520.0,-40.56525573553668,-38.341271524793605,-42.78923994627975,-40.15102152590646,-30.007884,-0.41423420963022295,-10.55737173553668
3530.0,-40.640826612531576,-38.4168424017885,-42.86481082327465,-40.17983725751415,-30.007884,-0.4609893550174249,-10.632942612531576
3540.0,-40.71639748952647,-38.492413278783395,-42.94038170026955,-40.20865298912184,-30.007884,-0.5077445004046339,-10.70851348952647
3550.0,-40.79196836652137,-38.56798415577829,-43.01595257726444,-40.237468720729524,-30.007884,-0.554499645791843,-10.784084366521366
3560.0,-40.86753924351626,-38.643555032773186,-43.09152345425934,-40.26628445233722,-30.007884,-0.6012547911790449,-10.859655243516261
3570.0,-40.94311012051116,-38.71912590976808,-43.16709433125423,-40.2951001839449,-30.007884,-0.6480099365662539,-10.935226120511157
3580.0,-41.01868099750605,-38.79469678676298,-43.24266520824913,-40.32391591555259,-30.007884,-0.694765081953463,-11.010796997506052
3590.0,-41.094251874500955,-38.87026766375788,-43.318236085244024,-40.35273164716028,-30.007884,-0.741520227340672,-11.086367874500954
3600.0,-41.16982275149584,-38.945838540752774,-43.393806962238926,-40.38154737876797,-30.007884,-0.788275372727874,-11.161938751495843
