T_K,G_disordered_mean_kJ_mol_atom,G_disordered_minus1SD,G_disordered_plus1SD,G_ordered_Bmix_mean_kJ_mol_atom,G_ordered_Bmix_minus1SD,G_ordered_Bmix_plus1SD,G_ordered_frozen_mean_kJ_mol_atom,Gap_disordered_minus_ordered_Bmix,Gap_disordered_minus_ordered_frozen
1860.0,-28.020490137018,-30.282490625464504,-25.758489648571498,-35.22901314697703,-35.32443297197344,-35.13359332198063,-29.869287067848134,7.2085230099590305,1.848796930830133
1870.0,-28.09606101401429,-30.358061502460792,-25.834060525567786,-35.25782887858526,-35.35324870358166,-35.16240905358885,-29.869287067848134,7.161767864570969,1.7732260538338451
1880.0,-28.171631891010577,-30.43363237945708,-25.909631402564074,-35.28664461019348,-35.38206443518988,-35.19122478519707,-29.869287067848134,7.1150127191829,1.6976551768375572
1890.0,-28.247202768006865,-30.509203256453368,-25.98520227956036,-35.315460341801696,-35.4108801667981,-35.22004051680529,-29.869287067848134,7.068257573794831,1.6220842998412692
1900.0,-28.322773645003153,-30.584774133449656,-26.06077315655665,-35.344276073409915,-35.43969589840632,-35.24885624841351,-29.869287067848134,7.021502428406762,1.5465134228449813
1910.0,-28.39834452199944,-30.660345010445944,-26.136344033552938,-35.373091805018134,-35.46851163001454,-35.27767198002173,-29.869287067848134,6.974747283018694,1.4709425458486933
1920.0,-28.47391539899573,-30.735915887442232,-26.211914910549226,-35.401907536626354,-35.49732736162276,-35.30648771162995,-29.869287067848134,6.927992137630625,1.3953716688524054
1930.0,-28.54948627599202,-30.811486764438527,-26.287485787545513,-35.43072326823457,-35.52614309323098,-35.33530344323817,-29.869287067848134,6.8812369922425525,1.3198007918561139
1940.0,-28.625057152988308,-30.887057641434815,-26.3630566645418,-35.45953899984279,-35.5549588248392,-35.36411917484639,-29.869287067848134,6.834481846854484,1.244229914859826
1950.0,-28.7006280299846,-30.962628518431103,-26.438627541538096,-35.48835473145101,-35.583774556447416,-35.392934906454606,-29.869287067848134,6.787726701466411,1.1686590378635344
1960.0,-28.776198906980888,-31.03819939542739,-26.514198418534384,-35.51717046305923,-35.612590288055635,-35.421750638062825,-29.869287067848134,6.7409715560783425,1.0930881608672465
1970.0,-28.851769783977176,-31.11377027242368,-26.589769295530672,-35.54598619466746,-35.64140601966386,-35.45056636967105,-29.869287067848134,6.694216410690281,1.0175172838709585
1980.0,-28.927340660973464,-31.189341149419967,-26.66534017252696,-35.574801926275676,-35.67022175127208,-35.47938210127927,-29.869287067848134,6.647461265302212,0.9419464068746706
1990.0,-29.00291153796975,-31.264912026416255,-26.74091104952325,-35.603617657883895,-35.6990374828803,-35.50819783288749,-29.869287067848134,6.600706119914143,0.8663755298783826
2000.0,-29.07848241496604,-31.340482903412543,-26.816481926519536,-35.632433389492114,-35.72785321448852,-35.53701356449571,-29.869287067848134,6.5539509745260744,0.7908046528820947
2010.0,-29.154053291962327,-31.41605378040883,-26.892052803515824,-35.66124912110033,-35.75666894609674,-35.56582929610393,-29.869287067848134,6.507195829138006,0.7152337758858067
2020.0,-29.229624168958615,-31.49162465740512,-26.967623680512112,-35.69006485270855,-35.78548467770496,-35.59464502771215,-29.869287067848134,6.460440683749937,0.6396628988895188
2030.0,-29.305195045954907,-31.567195534401414,-27.0431945575084,-35.71888058431677,-35.81430040931318,-35.623460759320366,-29.869287067848134,6.4136855383618645,0.5640920218932273
2040.0,-29.380765922951195,-31.6427664113977,-27.118765434504688,-35.74769631592499,-35.843116140921396,-35.652276490928585,-29.869287067848134,6.366930392973796,0.4885211448969393
2050.0,-29.456336799947486,-31.71833728839399,-27.194336311500983,-35.77651204753321,-35.871931872529615,-35.681092222536805,-29.869287067848134,6.320175247585723,0.4129502679006478
2060.0,-29.531907676943774,-31.793908165390278,-27.26990718849727,-35.805327779141436,-35.90074760413784,-35.70990795414503,-29.869287067848134,6.273420102197662,0.33737939090435987
2070.0,-29.607478553940062,-31.869479042386565,-27.34547806549356,-35.834143510749655,-35.92956333574606,-35.73872368575325,-29.869287067848134,6.226664956809593,0.2618085139080719
2080.0,-29.68304943093635,-31.945049919382853,-27.421048942489847,-35.862959242357874,-35.95837906735428,-35.76753941736147,-29.869287067848134,6.179909811421524,0.18623763691178397
2090.0,-29.758620307932638,-32.02062079637914,-27.496619819486135,-35.89177497396609,-35.9871947989625,-35.79635514896969,-29.869287067848134,6.133154666033455,0.11066675991549602
2100.0,-29.834191184928926,-32.09619167337543,-27.572190696482423,-35.92059070557431,-36.01601053057072,-35.82517088057791,-29.869287067848134,6.0863995206453865,0.035095882919208066
2110.0,-29.909762061925214,-32.17176255037172,-27.64776157347871,-35.94940643718253,-36.04482626217894,-35.85398661218613,-29.869287067848134,6.039644375257318,-0.040474994077079884
2120.0,-29.985332938921506,-32.24733342736801,-27.723332450475,-35.97822216879075,-36.073641993787156,-35.882802343794346,-29.869287067848134,5.992889229869245,-0.11604587107337139
2130.0,-30.060903815917793,-32.3229043043643,-27.798903327471287,-36.00703790039897,-36.102457725395375,-35.911618075402565,-29.869287067848134,5.9461340844811765,-0.19161674806965934
2140.0,-30.13647469291408,-32.39847518136059,-27.874474204467575,-36.03585363200719,-36.131273457003594,-35.940433807010784,-29.869287067848134,5.899378939093108,-0.2671876250659473
2150.0,-30.21204556991037,-32.474046058356876,-27.950045081463863,-36.06466936361541,-36.16008918861181,-35.969249538619,-29.869287067848134,5.852623793705039,-0.34275850206223524
2160.0,-30.28761644690666,-32.549616935353164,-28.025615958460158,-36.093485095223635,-36.18890492022004,-35.99806527022723,-29.869287067848134,5.805868648316974,-0.41832937905852674
2170.0,-30.36318732390295,-32.62518781234945,-28.101186835456446,-36.122300826831854,-36.21772065182826,-36.02688100183545,-29.869287067848134,5.759113502928905,-0.4939002560548147
2180.0,-30.438758200899237,-32.70075868934574,-28.176757712452734,-36.15111655844007,-36.24653638343648,-36.05569673344367,-29.869287067848134,5.712358357540836,-0.5694711330511026
2190.0,-30.514329077895525,-32.77632956634203,-28.25232858944902,-36.17993229004829,-36.2753521150447,-36.08451246505189,-29.869287067848134,5.665603212152767,-0.6450420100473906
2200.0,-30.589899954891813,-32.851900443338316,-28.32789946644531,-36.20874802165651,-36.304167846652916,-36.113328196660106,-29.869287067848134,5.6188480667646985,-0.7206128870436785
2210.0,-30.665470831888104,-32.92747132033461,-28.403470343441597,-36.23756375326473,-36.332983578261135,-36.142143928268325,-29.869287067848134,5.572092921376626,-0.79618376403997
2220.0,-30.741041708884392,-33.0030421973309,-28.479041220437885,-36.26637948487295,-36.361799309869355,-36.170959659876544,-29.869287067848134,5.525337775988557,-0.871754641036258
2230.0,-30.81661258588068,-33.07861307432719,-28.554612097434173,-36.29519521648117,-36.390615041477574,-36.19977539148476,-29.869287067848134,5.478582630600489,-0.9473255180325459
2240.0,-30.892183462876968,-33.154183951323475,-28.63018297443046,-36.32401094808939,-36.41943077308579,-36.22859112309298,-29.869287067848134,5.43182748521242,-1.022896395028834
2250.0,-30.967754339873256,-33.22975482831976,-28.70575385142675,-36.352826679697614,-36.44824650469402,-36.25740685470121,-29.869287067848134,5.385072339824358,-1.0984672720251218
2260.0,-31.043325216869547,-33.30532570531605,-28.781324728423044,-36.38164241130583,-36.47706223630224,-36.28622258630943,-29.869287067848134,5.338317194436286,-1.1740381490214133
2270.0,-31.118896093865835,-33.38089658231234,-28.856895605419332,-36.41045814291405,-36.50587796791046,-36.31503831791765,-29.869287067848134,5.291562049048217,-1.2496090260177013
2280.0,-31.194466970862123,-33.45646745930863,-28.93246648241562,-36.43927387452227,-36.53469369951868,-36.343854049525866,-29.869287067848134,5.244806903660148,-1.3251799030139892
2290.0,-31.27003784785841,-33.532038336304915,-29.008037359411908,-36.46808960613049,-36.563509431126896,-36.372669781134086,-29.869287067848134,5.198051758272079,-1.4007507800102772
2300.0,-31.345608724854703,-33.60760921330121,-29.083608236408196,-36.49690533773871,-36.592325162735115,-36.401485512742305,-29.869287067848134,5.151296612884007,-1.4763216570065687
2310.0,-31.42117960185099,-33.6831800902975,-29.159179113404484,-36.52572106934693,-36.621140894343334,-36.430301244350524,-29.869287067848134,5.104541467495938,-1.5518925340028566
2320.0,-31.49675047884728,-33.758750967293786,-29.234749990400772,-36.55453680095515,-36.64995662595155,-36.45911697595874,-29.869287067848134,5.057786322107869,-1.6274634109991446
2330.0,-31.572321355843567,-33.83432184429007,-29.31032086739706,-36.58335253256337,-36.67877235755977,-36.48793270756696,-29.869287067848134,5.011031176719801,-1.7030342879954325
2340.0,-31.647892232839855,-33.90989272128636,-29.385891744393348,-36.612168264171586,-36.70758808916799,-36.51674843917518,-29.869287067848134,4.964276031331732,-1.7786051649917205
2350.0,-31.723463109836146,-33.98546359828265,-29.461462621389643,-36.640983995779806,-36.73640382077621,-36.5455641707834,-29.869287067848134,4.917520885943659,-1.854176041988012
2360.0,-31.799033986832434,-34.06103447527894,-29.53703349838593,-36.66979972738803,-36.76521955238444,-36.57437990239163,-29.869287067848134,4.870765740555598,-1.9297469189843
2370.0,-31.874604863828722,-34.136605352275225,-29.61260437538222,-36.69861545899625,-36.794035283992656,-36.603195633999846,-29.869287067848134,4.824010595167529,-2.005317795980588
2380.0,-31.95017574082501,-34.21217622927151,-29.688175252378507,-36.72743119060447,-36.822851015600875,-36.632011365608065,-29.869287067848134,4.77725544977946,-2.080888672976876
2390.0,-32.0257466178213,-34.2877471062678,-29.763746129374795,-36.75624692221269,-36.851666747209094,-36.660827097216284,-29.869287067848134,4.730500304391391,-2.156459549973164
2400.0,-32.10131749481759,-34.363317983264096,-29.83931700637109,-36.78506265382091,-36.880482478817314,-36.6896428288245,-29.869287067848134,4.6837451590033155,-2.232030426969459
2410.0,-32.176888371813874,-34.43888886026038,-29.91488788336737,-36.81387838542913,-36.90929821042553,-36.71845856043272,-29.869287067848134,4.636990013615254,-2.3076013039657397
2420.0,-32.25245924881017,-34.51445973725667,-29.990458760363666,-36.84269411703735,-36.93811394203375,-36.74727429204094,-29.869287067848134,4.590234868227178,-2.3831721809620348
2430.0,-32.32803012580645,-34.59003061425295,-30.066029637359946,-36.871509848645566,-36.96692967364197,-36.77609002364916,-29.869287067848134,4.543479722839116,-2.4587430579583156
2440.0,-32.403601002802745,-34.66560149124925,-30.14160051435624,-36.90032558025379,-36.9957454052502,-36.80490575525739,-29.869287067848134,4.496724577451047,-2.5343139349546107
2450.0,-32.47917187979903,-34.741172368245536,-30.21717139135253,-36.92914131186201,-37.024561136858416,-36.833721486865606,-29.869287067848134,4.449969432062979,-2.6098848119508986
2460.0,-32.55474275679532,-34.816743245241824,-30.292742268348817,-36.95795704347023,-37.053376868466636,-36.862537218473825,-29.869287067848134,4.40321428667491,-2.6854556889471866
2470.0,-32.63031363379161,-34.89231412223811,-30.368313145345105,-36.98677277507845,-37.082192600074855,-36.891352950082045,-29.869287067848134,4.356459141286841,-2.7610265659434745
2480.0,-32.7058845107879,-34.9678849992344,-30.443884022341393,-37.01558850668667,-37.111008331683074,-36.920168681690264,-29.869287067848134,4.309703995898772,-2.8365974429397625
2490.0,-32.781455387784185,-35.04345587623069,-30.51945489933768,-37.04440423829489,-37.13982406329129,-36.94898441329848,-29.869287067848134,4.262948850510703,-2.9121683199360504
2500.0,-32.85702626478047,-35.119026753226976,-30.59502577633397,-37.07321996990311,-37.16863979489951,-36.9778001449067,-29.869287067848134,4.216193705122635,-2.9877391969323384
2510.0,-32.93259714177677,-35.19459763022327,-30.670596653330264,-37.102035701511326,-37.19745552650773,-37.00661587651492,-29.869287067848134,4.169438559734559,-3.0633100739286334
2520.0,-33.00816801877305,-35.27016850721955,-30.746167530326545,-37.130851433119545,-37.22627125811595,-37.03543160812314,-29.869287067848134,4.122683414346497,-3.1388809509249143
2530.0,-33.08373889576934,-35.34573938421585,-30.82173840732284,-37.159667164727765,-37.25508698972417,-37.06424733973136,-29.869287067848134,4.075928268958421,-3.2144518279212093
2540.0,-33.159309772765624,-35.42131026121213,-30.89730928431912,-37.188482896335984,-37.28390272133239,-37.09306307133958,-29.869287067848134,4.029173123570359,-3.29002270491749
2550.0,-33.23488064976192,-35.49688113820842,-30.972880161315416,-37.21729862794421,-37.312718452940615,-37.121878802947805,-29.869287067848134,3.9824179781822906,-3.365593581913785
2560.0,-33.31045152675821,-35.57245201520471,-31.048451038311704,-37.24611435955243,-37.341534184548834,-37.150694534556024,-29.869287067848134,3.935662832794222,-3.441164458910073
2570.0,-33.386022403754495,-35.648022892201,-31.124021915307992,-37.27493009116065,-37.37034991615705,-37.17951026616424,-29.869287067848134,3.888907687406153,-3.516735335906361
2580.0,-33.46159328075078,-35.72359376919729,-31.19959279230428,-37.30374582276887,-37.39916564776527,-37.20832599777246,-29.869287067848134,3.842152542018084,-3.592306212902649
2590.0,-33.53716415774707,-35.799164646193574,-31.275163669300568,-37.33256155437709,-37.42798137937349,-37.23714172938068,-29.869287067848134,3.7953973966300154,-3.667877089898937
2600.0,-33.612735034743366,-35.87473552318987,-31.350734546296863,-37.361377285985306,-37.45679711098171,-37.2659574609889,-29.869287067848134,3.7486422512419395,-3.743447966895232
2610.0,-33.68830591173965,-35.95030640018615,-31.426305423293144,-37.390193017593525,-37.48561284258993,-37.29477319259712,-29.869287067848134,3.701887105853878,-3.819018843891513
2620.0,-33.76387678873594,-36.025877277182445,-31.50187630028944,-37.419008749201744,-37.51442857419815,-37.32358892420534,-29.869287067848134,3.655131960465802,-3.894589720887808
2630.0,-33.83944766573222,-36.101448154178726,-31.57744717728572,-37.44782448080997,-37.543244305806375,-37.352404655813565,-29.869287067848134,3.6083768150777473,-3.970160597884089
2640.0,-33.91501854272852,-36.17701903117502,-31.653018054282015,-37.47664021241819,-37.572060037414595,-37.381220387421784,-29.869287067848134,3.5616216696896714,-4.045731474880384
2650.0,-33.990589419724806,-36.25258990817131,-31.728588931278303,-37.50545594402641,-37.600875769022814,-37.41003611903,-29.869287067848134,3.5148665243016026,-4.121302351876672
2660.0,-34.066160296721094,-36.3281607851676,-31.80415980827459,-37.53427167563463,-37.62969150063103,-37.43885185063822,-29.869287067848134,3.468111378913534,-4.19687322887296
2670.0,-34.14173117371738,-36.403731662163885,-31.87973068527088,-37.56308740724285,-37.65850723223925,-37.46766758224644,-29.869287067848134,3.421356233525465,-4.272444105869248
2680.0,-34.21730205071367,-36.47930253916017,-31.955301562267167,-37.591903138851066,-37.68732296384747,-37.49648331385466,-29.869287067848134,3.3746010881373962,-4.348014982865536
2690.0,-34.292872927709965,-36.55487341615647,-32.03087243926346,-37.620718870459285,-37.71613869545569,-37.52529904546288,-29.869287067848134,3.3278459427493203,-4.423585859861831
2700.0,-34.368443804706246,-36.63044429315275,-32.10644331625974,-37.649534602067504,-37.74495442706391,-37.5541147770711,-29.869287067848134,3.2810907973612586,-4.499156736858112
2710.0,-34.44401468170254,-36.706015170149044,-32.18201419325604,-37.67835033367572,-37.77377015867213,-37.58293050867932,-29.869287067848134,3.2343356519731827,-4.574727613854407
2720.0,-34.51958555869882,-36.781586047145325,-32.25758507025232,-37.70716606528394,-37.80258589028035,-37.61174624028754,-29.869287067848134,3.187580506585121,-4.6502984908506875
2730.0,-34.59515643569512,-36.85715692414162,-32.33315594724861,-37.73598179689216,-37.83140162188857,-37.64056197189576,-29.869287067848134,3.140825361197045,-4.7258693678469825
2740.0,-34.670727312691405,-36.93272780113791,-32.4087268242449,-37.76479752850039,-37.86021735349679,-37.66937770350398,-29.869287067848134,3.0940702158089834,-4.8014402448432705
2750.0,-34.74629818968769,-37.008298678134196,-32.48429770124119,-37.79361326010861,-37.88903308510501,-37.6981934351122,-29.869287067848134,3.0473150704209147,-4.877011121839558
2760.0,-34.82186906668398,-37.083869555130484,-32.55986857823748,-37.822428991716826,-37.91784881671323,-37.72700916672042,-29.869287067848134,3.000559925032846,-4.952581998835846
2770.0,-34.89743994368027,-37.15944043212677,-32.635439455233765,-37.851244723325046,-37.94666454832145,-37.75582489832864,-29.869287067848134,2.953804779644777,-5.028152875832134
2780.0,-34.973010820676556,-37.23501130912306,-32.71101033223005,-37.880060454933265,-37.97548027992967,-37.78464062993686,-29.869287067848134,2.9070496342567083,-5.103723752828422
2790.0,-35.048581697672844,-37.31058218611935,-32.78658120922634,-37.908876186541484,-38.00429601153789,-37.81345636154508,-29.869287067848134,2.8602944888686395,-5.17929462982471
2800.0,-35.12415257466914,-37.38615306311564,-32.862152086222636,-37.9376919181497,-38.03311174314611,-37.8422720931533,-29.869287067848134,2.8135393434805636,-5.254865506821005
2810.0,-35.19972345166542,-37.46172394011192,-32.93772296321892,-37.96650764975792,-38.06192747475433,-37.87108782476152,-29.869287067848134,2.766784198092502,-5.330436383817286
2820.0,-35.275294328661715,-37.53729481710822,-33.01329384021521,-37.99532338136615,-38.09074320636255,-37.89990355636974,-29.869287067848134,2.720029052704433,-5.406007260813581
2830.0,-35.350865205657996,-37.6128656941045,-33.08886471721149,-38.02413911297437,-38.11955893797077,-37.92871928797796,-29.869287067848134,2.6732739073163714,-5.481578137809862
2840.0,-35.42643608265429,-37.688436571100794,-33.16443559420779,-38.05295484458259,-38.14837466957899,-37.95753501958618,-29.869287067848134,2.6265187619282955,-5.557149014806157
2850.0,-35.50200695965058,-37.76400744809708,-33.240006471204076,-38.081770576190806,-38.17719040118721,-37.9863507511944,-29.869287067848134,2.5797636165402267,-5.632719891802445
2860.0,-35.57757783664687,-37.83957832509337,-33.315577348200364,-38.110586307799025,-38.20600613279543,-38.01516648280262,-29.869287067848134,2.533008471152158,-5.708290768798733
2870.0,-35.653148713643155,-37.91514920208966,-33.39114822519665,-38.139402039407244,-38.23482186440365,-38.04398221441084,-29.869287067848134,2.486253325764089,-5.783861645795021
2880.0,-35.72871959063944,-37.990720079085946,-33.46671910219294,-38.16821777101546,-38.26363759601187,-38.07279794601906,-29.869287067848134,2.4394981803760203,-5.859432522791309
2890.0,-35.80429046763574,-38.06629095608224,-33.542289979189235,-38.19703350262368,-38.29245332762009,-38.10161367762728,-29.869287067848134,2.3927430349879444,-5.935003399787604
2900.0,-35.87986134463202,-38.14186183307852,-33.617860856185516,-38.2258492342319,-38.32126905922831,-38.1304294092355,-29.869287067848134,2.3459878895998827,-6.010574276783885
2910.0,-35.955432221628314,-38.21743271007482,-33.69343173318181,-38.25466496584012,-38.350084790836526,-38.159245140843716,-29.869287067848134,2.299232744211807,-6.08614515378018
2920.0,-36.031003098624595,-38.2930035870711,-33.76900261017809,-38.28348069744834,-38.378900522444745,-38.188060872451935,-29.869287067848134,2.252477598823745,-6.161716030776461
2930.0,-36.10657397562089,-38.36857446406739,-33.84457348717439,-38.31229642905656,-38.407716254052964,-38.216876604060154,-29.869287067848134,2.205722453435669,-6.237286907772756
2940.0,-36.18214485261718,-38.44414534106368,-33.920144364170675,-38.341112160664785,-38.43653198566119,-38.24569233566838,-29.869287067848134,2.1589673080476075,-6.312857784769044
2950.0,-36.257715729613466,-38.51971621805997,-33.99571524116696,-38.369927892273004,-38.46534771726941,-38.2745080672766,-29.869287067848134,2.1122121626595387,-6.388428661765332
2960.0,-36.333286606609754,-38.59528709505626,-34.07128611816325,-38.398743623881224,-38.49416344887763,-38.30332379888482,-29.869287067848134,2.06545701727147,-6.46399953876162
2970.0,-36.40885748360604,-38.670857972052545,-34.14685699515954,-38.42755935548944,-38.52297918048585,-38.33213953049304,-29.869287067848134,2.018701871883401,-6.5395704157579075
2980.0,-36.48442836060234,-38.74642884904884,-34.22242787215583,-38.45637508709766,-38.55179491209407,-38.36095526210126,-29.869287067848134,1.9719467264953252,-6.615141292754203
2990.0,-36.55999923759862,-38.82199972604512,-34.297998749152114,-38.48519081870588,-38.580610643702286,-38.389770993709476,-29.869287067848134,1.9251915811072635,-6.690712169750483
3000.0,-36.63557011459491,-38.897570603041416,-34.37356962614841,-38.5140065503141,-38.609426375310505,-38.418586725317695,-29.869287067848134,1.8784364357191876,-6.7662830467467785
3010.0,-36.71114099159119,-38.9731414800377,-34.44914050314469,-38.54282228192233,-38.63824210691873,-38.44740245692592,-29.869287067848134,1.831681290331133,-6.841853923743059
3020.0,-36.78671186858749,-39.04871235703399,-34.524711380140985,-38.571638013530546,-38.66705783852695,-38.47621818853414,-29.869287067848134,1.7849261449430571,-6.917424800739354
3030.0,-36.86228274558378,-39.12428323403028,-34.60028225713727,-38.600453745138765,-38.69587357013517,-38.50503392014236,-29.869287067848134,1.7381709995549883,-6.992995677735642
3040.0,-36.937853622580064,-39.19985411102657,-34.67585313413356,-38.629269476746984,-38.72468930174339,-38.53384965175058,-29.869287067848134,1.6914158541669195,-7.06856655473193
3050.0,-37.01342449957635,-39.275424988022856,-34.75142401112985,-38.6580852083552,-38.75350503335161,-38.5626653833588,-29.869287067848134,1.6446607087788507,-7.144137431728218
3060.0,-37.08899537657264,-39.350995865019144,-34.82699488812614,-38.68690093996342,-38.78232076495983,-38.59148111496702,-29.869287067848134,1.597905563390782,-7.219708308724506
3070.0,-37.16456625356893,-39.42656674201543,-34.902565765122425,-38.71571667157164,-38.81113649656805,-38.620296846575236,-29.869287067848134,1.5511504180027131,-7.295279185720794
3080.0,-37.240137130565216,-39.50213761901172,-34.97813664211871,-38.74453240317986,-38.839952228176266,-38.649112578183455,-29.869287067848134,1.5043952726146443,-7.370850062717082
3090.0,-37.31570800756151,-39.577708496008015,-35.05370751911501,-38.77334813478808,-38.868767959784485,-38.677928309791675,-29.869287067848134,1.4576401272265684,-7.446420939713377
3100.0,-37.39127888455779,-39.653279373004295,-35.12927839611129,-38.8021638663963,-38.897583691392704,-38.706744041399894,-29.869287067848134,1.4108849818385067,-7.521991816709658
3110.0,-37.46684976155409,-39.72885025000059,-35.204849273107584,-38.83097959800452,-38.92639942300092,-38.73555977300811,-29.869287067848134,1.3641298364504308,-7.597562693705953
3120.0,-37.54242063855037,-39.80442112699687,-35.280420150103865,-38.85979532961274,-38.95521515460914,-38.76437550461633,-29.869287067848134,1.3173746910623692,-7.673133570702234
3130.0,-37.61799151554666,-39.879992003993166,-35.35599102710016,-38.88861106122096,-38.98403088621737,-38.79319123622456,-29.869287067848134,1.2706195456743004,-7.748704447698529
3140.0,-37.69356239254295,-39.955562880989454,-35.43156190409645,-38.91742679282918,-39.01284661782559,-38.82200696783278,-29.869287067848134,1.2238644002862316,-7.824275324694817
3150.0,-37.76913326953924,-40.03113375798574,-35.507132781092736,-38.9462425244374,-39.04166234943381,-38.850822699441,-29.869287067848134,1.1771092548981628,-7.899846201691105
3160.0,-37.84470414653553,-40.10670463498203,-35.582703658089024,-38.97505825604562,-39.070478081042026,-38.879638431049216,-29.869287067848134,1.130354109510094,-7.975417078687393
3170.0,-37.920275023531815,-40.18227551197832,-35.65827453508531,-39.00387398765384,-39.099293812650245,-38.908454162657435,-29.869287067848134,1.0835989641220252,-8.05098795568368
3180.0,-37.99584590052811,-40.25784638897461,-35.73384541208161,-39.03268971926206,-39.128109544258464,-38.937269894265654,-29.869287067848134,1.0368438187339493,-8.126558832679976
3190.0,-38.07141677752439,-40.333417265970894,-35.80941628907789,-39.06150545087028,-39.15692527586668,-38.96608562587387,-29.869287067848134,0.9900886733458876,-8.202129709676257
3200.0,-38.146987654520686,-40.40898814296719,-35.88498716607418,-39.090321182478505,-39.18574100747491,-38.9949013574821,-29.869287067848134,0.9433335279578188,-8.277700586672552
3210.0,-38.22255853151697,-40.48455901996347,-35.96055804307046,-39.119136914086724,-39.21455673908313,-39.02371708909032,-29.869287067848134,0.8965783825697571,-8.353271463668833
3220.0,-38.29812940851326,-40.560129896959765,-36.03612892006676,-39.14795264569494,-39.24337247069135,-39.05253282069854,-29.869287067848134,0.8498232371816812,-8.428842340665128
3230.0,-38.37370028550955,-40.63570077395605,-36.111699797063046,-39.17676837730316,-39.27218820229957,-39.08134855230676,-29.869287067848134,0.8030680917936124,-8.504413217661416
3240.0,-38.44927116250584,-40.71127165095234,-36.187270674059334,-39.20558410891138,-39.301003933907786,-39.110164283914976,-29.869287067848134,0.7563129464055436,-8.579984094657704
3250.0,-38.524842039502126,-40.78684252794863,-36.26284155105562,-39.2343998405196,-39.329819665516006,-39.138980015523195,-29.869287067848134,0.7095578010174748,-8.655554971653991
3260.0,-38.60041291649841,-40.86241340494492,-36.33841242805191,-39.26321557212782,-39.358635397124225,-39.167795747131414,-29.869287067848134,0.662802655629406,-8.73112584865028
3270.0,-38.67598379349471,-40.93798428194121,-36.413983305048205,-39.29203130373604,-39.387451128732444,-39.196611478739634,-29.869287067848134,0.6160475102413301,-8.806696725646574
3280.0,-38.75155467049099,-41.01355515893749,-36.489554182044486,-39.32084703534426,-39.41626686034066,-39.22542721034785,-29.869287067848134,0.5692923648532684,-8.882267602642855
3290.0,-38.827125547487285,-41.08912603593379,-36.56512505904078,-39.34966276695248,-39.44508259194888,-39.25424294195607,-29.869287067848134,0.5225372194651925,-8.95783847963915
3300.0,-38.902696424483565,-41.16469691293007,-36.64069593603706,-39.378478498560696,-39.4738983235571,-39.28305867356429,-29.869287067848134,0.4757820740771308,-9.033409356635431
3310.0,-38.97826730147986,-41.240267789926364,-36.71626681303336,-39.407294230168915,-39.50271405516532,-39.31187440517251,-29.869287067848134,0.4290269286890549,-9.108980233631726
3320.0,-39.05383817847615,-41.31583866692265,-36.791837690029645,-39.43610996177714,-39.53152978677355,-39.34069013678074,-29.869287067848134,0.3822717833009932,-9.184551110628014
3330.0,-39.129409055472436,-41.39140954391894,-36.86740856702593,-39.46492569338536,-39.560345518381766,-39.369505868388956,-29.869287067848134,0.3355166379129244,-9.260121987624302
3340.0,-39.204979932468724,-41.46698042091523,-36.94297944402222,-39.49374142499358,-39.589161249989985,-39.398321599997175,-29.869287067848134,0.2887614925248556,-9.33569286462059
3350.0,-39.28055080946501,-41.542551297911515,-37.01855032101851,-39.5225571566018,-39.617976981598204,-39.427137331605394,-29.869287067848134,0.24200634713678681,-9.411263741616878
3360.0,-39.3561216864613,-41.6181221749078,-37.0941211980148,-39.55137288821002,-39.64679271320642,-39.45595306321361,-29.869287067848134,0.19525120174871802,-9.486834618613166
3370.0,-39.43169256345759,-41.69369305190409,-37.169692075011085,-39.58018861981824,-39.67560844481464,-39.48476879482183,-29.869287067848134,0.14849605636064922,-9.562405495609454
3380.0,-39.50726344045388,-41.769263928900386,-37.24526295200738,-39.60900435142646,-39.70442417642286,-39.51358452643005,-29.869287067848134,0.10174091097257332,-9.637976372605749
3390.0,-39.582834317450164,-41.84483480589667,-37.32083382900366,-39.63782008303468,-39.73323990803109,-39.54240025803828,-29.869287067848134,0.05498576558451873,-9.71354724960203
3400.0,-39.65840519444646,-41.92040568289296,-37.396404705999956,-39.6666358146429,-39.76205563963931,-39.5712159896465,-29.869287067848134,0.008230620196442828,-9.789118126598325
3410.0,-39.73397607144274,-41.99597655988924,-37.47197558299624,-39.69545154625112,-39.790871371247526,-39.600031721254716,-29.869287067848134,-0.038524525191618864,-9.864689003594606
3420.0,-39.809546948439035,-42.07154743688554,-37.54754645999253,-39.72426727785934,-39.819687102855745,-39.628847452862935,-29.869287067848134,-0.08527967057969477,-9.9402598805909
3430.0,-39.88511782543532,-42.147118313881826,-37.62311733698882,-39.75308300946756,-39.848502834463964,-39.657663184471154,-29.869287067848134,-0.13203481596776356,-10.015830757587189
3440.0,-39.96068870243161,-42.222689190878114,-37.69868821398511,-39.78189874107578,-39.877318566072184,-39.68647891607937,-29.869287067848134,-0.17878996135583236,-10.091401634583477
3450.0,-40.0362595794279,-42.2982600678744,-37.774259090981396,-39.810714472684,-39.9061342976804,-39.71529464768759,-29.869287067848134,-0.22554510674390116,-10.166972511579765
3460.0,-40.11183045642419,-42.37383094487069,-37.84982996797768,-39.83953020429222,-39.93495002928862,-39.74411037929581,-29.869287067848134,-0.27230025213196996,-10.242543388576053
